slide_id,in_dataset_csv,has_5x_feature,has_20x_feature,has_both_5x_20x,low_feature_path,high_feature_path
2463379-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2463379-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2463379-B4.h5
2463404-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2463404-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2463404-B2.h5
2463643-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2463643-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2463643-B.h5
2463647-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2463647-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2463647-B2.h5
2463656-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2463656-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2463656-B2.h5
2463720-B7,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2463720-B7.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2463720-B7.h5
2464404-B5,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2464404-B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2464404-B5.h5
2464438-B5,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2464438-B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2464438-B5.h5
2464443-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2464443-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2464443-B.h5
2464548-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2464548-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2464548-B.h5
2464690-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2464690-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2464690-B2.h5
2464812-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2464812-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2464812-B3.h5
2464817-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2464817-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2464817-B.h5
2464879-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2464879-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2464879-B2.h5
2464929-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2464929-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2464929-B.h5
2464943-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2464943-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2464943-B2.h5
2465202-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465202-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465202-B3.h5
2465243-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465243-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465243-B2.h5
2465263-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465263-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465263-B2.h5
2465339-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465339-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465339-B2.h5
2465367-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465367-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465367-B3.h5
2465396-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465396-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465396-B2.h5
2465397-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465397-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465397-B.h5
2465568-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465568-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465568-B2.h5
2465608-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465608-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465608-B2.h5
2465625-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465625-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465625-B.h5
2465636-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465636-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465636-B.h5
2465639-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465639-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465639-B2.h5
2465643-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465643-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465643-B3.h5
2465661-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465661-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465661-B2.h5
2465795-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465795-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465795-B4.h5
2465827-B5,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465827-B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465827-B5.h5
2465843-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465843-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465843-B2.h5
2465989-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2465989-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2465989-B2.h5
2466152-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466152-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466152-B2.h5
2466159-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466159-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466159-B2.h5
2466264-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466264-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466264-B2.h5
2466285-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466285-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466285-B.h5
2466580-B5,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466580-B5.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466580-B5.h5
2466581-B1,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466581-B1.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466581-B1.h5
2466581-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466581-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466581-B2.h5
2466584-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466584-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466584-B.h5
2466703-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466703-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466703-B4.h5
2466718-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466718-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466718-B.h5
2466866-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466866-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466866-B.h5
2466881-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466881-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466881-B2.h5
2466884-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466884-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466884-B2.h5
2466891-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466891-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466891-B2.h5
2466893-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466893-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466893-B2.h5
2466898-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466898-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466898-B2.h5
2466899-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466899-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466899-B2.h5
2466923-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2466923-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2466923-B2.h5
2468105-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468105-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468105-B2.h5
2468321-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468321-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468321-B2.h5
2468325-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468325-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468325-B.h5
2468417-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468417-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468417-B2.h5
2468419-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468419-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468419-B2.h5
2468419-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468419-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468419-B3.h5
2468442-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468442-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468442-B2.h5
2468450-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468450-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468450-B2.h5
2468673-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468673-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468673-B2.h5
2468698-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468698-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468698-B2.h5
2468720-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468720-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468720-B2.h5
2468796-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468796-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468796-B3.h5
2468954-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2468954-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2468954-B2.h5
2469004-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469004-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469004-B2.h5
2469005-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469005-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469005-B2.h5
2469007-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469007-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469007-B2.h5
2469019-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469019-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469019-B2.h5
2469023-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469023-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469023-B2.h5
2469023-B4,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469023-B4.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469023-B4.h5
2469024-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469024-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469024-B.h5
2469029-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469029-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469029-B2.h5
2469033-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469033-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469033-B2.h5
2469047-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469047-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469047-B2.h5
2469072-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469072-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469072-B2.h5
2469074-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469074-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469074-B2.h5
2469110-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469110-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469110-B3.h5
2469230-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469230-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469230-B.h5
2469256-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469256-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469256-B2.h5
2469260-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469260-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469260-B3.h5
2469496-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469496-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469496-B.h5
2469505-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469505-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469505-B2.h5
2469515-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469515-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469515-B2.h5
2469569-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469569-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469569-B2.h5
2469661-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469661-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469661-B.h5
2469693-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469693-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469693-B.h5
2469849-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469849-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469849-B2.h5
2469916-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469916-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469916-B2.h5
2469927-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469927-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469927-B2.h5
2469963-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469963-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469963-B2.h5
2469965-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469965-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469965-B2.h5
2469969-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2469969-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2469969-B2.h5
2470260-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2470260-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2470260-B.h5
2470270-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2470270-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2470270-B2.h5
2470405-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2470405-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2470405-B2.h5
2470647-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2470647-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2470647-B2.h5
2470657-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2470657-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2470657-B3.h5
2471072-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471072-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471072-B2.h5
2471237-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471237-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471237-B2.h5
2471442-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471442-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471442-B3.h5
2471452-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471452-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471452-B2.h5
2471595-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471595-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471595-B3.h5
2471618-B3,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471618-B3.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471618-B3.h5
2471884-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471884-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471884-B2.h5
2471885-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471885-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471885-B2.h5
2471887-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471887-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471887-B.h5
2471921-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471921-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471921-B2.h5
2471957-B,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471957-B.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471957-B.h5
2471959-B2,True,True,True,True,/xiangmu/data/VILMIL/features_biomedclip_5x/2471959-B2.h5,/xiangmu/data/VILMIL/features_biomedclip_20x/2471959-B2.h5
