variant,fold,slide_id,label,pred,correct,prarc_gate,prarc_gate_features,prarc_skip_reason,visual_concept_conflict,low_high_sign_agreement,concept_pred_margin_abs,prediction_confidence_margin,dominant_source_ratio,low_high_margin_agreement
prarc_v1_g05,0,2463127-B3,0,0,1,0.5398440957069397,"{""concept_pred_margin_abs"": 0.3266299366950989, ""dominant_source_ratio"": 0.9781027436256409, ""low_high_margin_agreement"": 0.7864684462547302, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.3266299366950989, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.3266299366950989,0.3266299366950989,0.9781027436256409,0.7864684462547302
prarc_v1_g05,0,2463647-B2,0,0,1,0.5399222373962402,"{""concept_pred_margin_abs"": 0.31231847405433655, ""dominant_source_ratio"": 0.9730706810951233, ""low_high_margin_agreement"": 0.8100315928459167, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.31231847405433655, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.31231847405433655,0.31231847405433655,0.9730706810951233,0.8100315928459167
prarc_v1_g05,0,2463656-B2,0,0,1,0.5379164218902588,"{""concept_pred_margin_abs"": 0.24618351459503174, ""dominant_source_ratio"": 0.9811694025993347, ""low_high_margin_agreement"": 0.8025608062744141, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.24618351459503174, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.24618351459503174,0.24618351459503174,0.9811694025993347,0.8025608062744141
prarc_v1_g05,0,2464548-B,0,0,1,0.539757490158081,"{""concept_pred_margin_abs"": 0.24914389848709106, ""dominant_source_ratio"": 0.9863829612731934, ""low_high_margin_agreement"": 0.8128446340560913, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.24914389848709106, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.24914389848709106,0.24914389848709106,0.9863829612731934,0.8128446340560913
prarc_v1_g05,0,2465243-B2,0,0,1,0.5400128960609436,"{""concept_pred_margin_abs"": 0.3297182321548462, ""dominant_source_ratio"": 0.9749029278755188, ""low_high_margin_agreement"": 0.8446453809738159, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.3297182321548462, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.3297182321548462,0.3297182321548462,0.9749029278755188,0.8446453809738159
prarc_v1_g05,0,2465396-B2,0,0,1,0.5399128198623657,"{""concept_pred_margin_abs"": 0.38585707545280457, ""dominant_source_ratio"": 0.9830820560455322, ""low_high_margin_agreement"": 0.8245591521263123, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.38585707545280457, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.38585707545280457,0.38585707545280457,0.9830820560455322,0.8245591521263123
prarc_v1_g05,0,2465397-B,0,0,1,0.5398460030555725,"{""concept_pred_margin_abs"": 0.3158141076564789, ""dominant_source_ratio"": 0.9830521941184998, ""low_high_margin_agreement"": 0.8030914068222046, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.3158141076564789, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.3158141076564789,0.3158141076564789,0.9830521941184998,0.8030914068222046
prarc_v1_g05,0,2465568-B2,0,0,1,0.5399066805839539,"{""concept_pred_margin_abs"": 0.3416915535926819, ""dominant_source_ratio"": 0.985028088092804, ""low_high_margin_agreement"": 0.822097897529602, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.3416915535926819, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.3416915535926819,0.3416915535926819,0.985028088092804,0.822097897529602
prarc_v1_g05,0,2465608-B2,0,0,1,0.5379393696784973,"{""concept_pred_margin_abs"": 0.2439812868833542, ""dominant_source_ratio"": 0.9797437787055969, ""low_high_margin_agreement"": 0.8038628101348877, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.2439812868833542, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.2439812868833542,0.2439812868833542,0.9797437787055969,0.8038628101348877
prarc_v1_g05,0,2466264-B2,0,0,1,0.5397398471832275,"{""concept_pred_margin_abs"": 0.4638843238353729, ""dominant_source_ratio"": 0.9811448454856873, ""low_high_margin_agreement"": 0.8510620594024658, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.4638843238353729, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.4638843238353729,0.4638843238353729,0.9811448454856873,0.8510620594024658
prarc_v1_g05,0,2466923-B2,0,0,1,0.5398622155189514,"{""concept_pred_margin_abs"": 0.32381632924079895, ""dominant_source_ratio"": 0.9844338893890381, ""low_high_margin_agreement"": 0.8095712661743164, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.32381632924079895, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.32381632924079895,0.32381632924079895,0.9844338893890381,0.8095712661743164
prarc_v1_g05,0,2468673-B2,0,0,1,0.5377554893493652,"{""concept_pred_margin_abs"": 0.28154852986335754, ""dominant_source_ratio"": 0.9620335102081299, ""low_high_margin_agreement"": 0.7803479433059692, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.28154852986335754, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.28154852986335754,0.28154852986335754,0.9620335102081299,0.7803479433059692
prarc_v1_g05,0,2468796-B3,0,0,1,0.5398238897323608,"{""concept_pred_margin_abs"": 0.32734304666519165, ""dominant_source_ratio"": 0.9854869842529297, ""low_high_margin_agreement"": 0.7960845232009888, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.32734304666519165, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.32734304666519165,0.32734304666519165,0.9854869842529297,0.7960845232009888
prarc_v1_g05,0,2469004-B2,0,0,1,0.5398023724555969,"{""concept_pred_margin_abs"": 0.30658453702926636, ""dominant_source_ratio"": 0.9756523966789246, ""low_high_margin_agreement"": 0.7727290987968445, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.30658453702926636, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.30658453702926636,0.30658453702926636,0.9756523966789246,0.7727290987968445
prarc_v1_g05,0,2469029-B2,0,1,0,0.5336878299713135,"{""concept_pred_margin_abs"": 0.0832977220416069, ""dominant_source_ratio"": 0.9888153672218323, ""low_high_margin_agreement"": 0.9424594044685364, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.0832977220416069, ""visual_concept_conflict"": 1.0}",,1.0,1.0,0.0832977220416069,0.0832977220416069,0.9888153672218323,0.9424594044685364
prarc_v1_g05,0,2469033-B2,0,0,1,0.5398620367050171,"{""concept_pred_margin_abs"": 0.2991172671318054, ""dominant_source_ratio"": 0.98397296667099, ""low_high_margin_agreement"": 0.8191156983375549, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.2991172671318054, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.2991172671318054,0.2991172671318054,0.98397296667099,0.8191156983375549
prarc_v1_g05,0,2469496-B,0,0,1,0.539872407913208,"{""concept_pred_margin_abs"": 0.32873693108558655, ""dominant_source_ratio"": 0.981663167476654, ""low_high_margin_agreement"": 0.8050122857093811, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.32873693108558655, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.32873693108558655,0.32873693108558655,0.981663167476654,0.8050122857093811
prarc_v1_g05,0,2469569-B2,0,0,1,0.5399019718170166,"{""concept_pred_margin_abs"": 0.3495385944843292, ""dominant_source_ratio"": 0.9848896861076355, ""low_high_margin_agreement"": 0.8174668550491333, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.3495385944843292, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.3495385944843292,0.3495385944843292,0.9848896861076355,0.8174668550491333
prarc_v1_g05,0,2469849-B2,0,0,1,0.5380686521530151,"{""concept_pred_margin_abs"": 0.22348998486995697, ""dominant_source_ratio"": 0.9824281334877014, ""low_high_margin_agreement"": 0.8174349069595337, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.22348998486995697, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.22348998486995697,0.22348998486995697,0.9824281334877014,0.8174349069595337
prarc_v1_g05,0,2469927-B2,0,0,1,0.539953351020813,"{""concept_pred_margin_abs"": 0.37434807419776917, ""dominant_source_ratio"": 0.9689699411392212, ""low_high_margin_agreement"": 0.8048193454742432, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.37434807419776917, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.37434807419776917,0.37434807419776917,0.9689699411392212,0.8048193454742432
prarc_v1_g05,0,2471237-B2,0,0,1,0.539863646030426,"{""concept_pred_margin_abs"": 0.31880947947502136, ""dominant_source_ratio"": 0.9870496392250061, ""low_high_margin_agreement"": 0.8184956312179565, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.31880947947502136, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.31880947947502136,0.31880947947502136,0.9870496392250061,0.8184956312179565
prarc_v1_g05,0,2471452-B2,0,0,1,0.5399225950241089,"{""concept_pred_margin_abs"": 0.35132071375846863, ""dominant_source_ratio"": 0.9841119050979614, ""low_high_margin_agreement"": 0.8232237696647644, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.35132071375846863, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.35132071375846863,0.35132071375846863,0.9841119050979614,0.8232237696647644
prarc_v1_g05,0,2471884-B2,0,1,0,0.5396476984024048,"{""concept_pred_margin_abs"": 0.12824155390262604, ""dominant_source_ratio"": 0.9911216497421265, ""low_high_margin_agreement"": 0.8919764757156372, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.12824155390262604, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.12824155390262604,0.12824155390262604,0.9911216497421265,0.8919764757156372
prarc_v1_g05,0,2471957-B,0,1,0,0.5274378657341003,"{""concept_pred_margin_abs"": 0.1911780834197998, ""dominant_source_ratio"": 0.9757840037345886, ""low_high_margin_agreement"": 0.8395082950592041, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.1911780834197998, ""visual_concept_conflict"": 1.0}",,1.0,0.0,0.1911780834197998,0.1911780834197998,0.9757840037345886,0.8395082950592041
prarc_v1_g05,0,2471959-B2,0,0,1,0.5337365865707397,"{""concept_pred_margin_abs"": 0.18410727381706238, ""dominant_source_ratio"": 0.8158005475997925, ""low_high_margin_agreement"": 0.8585565090179443, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.18410727381706238, ""visual_concept_conflict"": 1.0}",,1.0,1.0,0.18410727381706238,0.18410727381706238,0.8158005475997925,0.8585565090179443
prarc_v1_g05,0,2471963-B,0,0,1,0.539103627204895,"{""concept_pred_margin_abs"": 0.08491834998130798, ""dominant_source_ratio"": 0.8984268307685852, ""low_high_margin_agreement"": 0.9216395020484924, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.08491834998130798, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.08491834998130798,0.08491834998130798,0.8984268307685852,0.9216395020484924
prarc_v1_g05,0,2473212-B4,0,0,1,0.5377480387687683,"{""concept_pred_margin_abs"": 0.2855497896671295, ""dominant_source_ratio"": 0.9575400352478027, ""low_high_margin_agreement"": 0.7779076099395752, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.2855497896671295, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.2855497896671295,0.2855497896671295,0.9575400352478027,0.7779076099395752
prarc_v1_g05,0,2473218-B3,0,0,1,0.5385017991065979,"{""concept_pred_margin_abs"": 0.12691816687583923, ""dominant_source_ratio"": 0.9783504009246826, ""low_high_margin_agreement"": 0.8872337341308594, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.12691816687583923, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.12691816687583923,0.12691816687583923,0.9783504009246826,0.8872337341308594
prarc_v1_g05,0,2473534-B2,0,0,1,0.5399565696716309,"{""concept_pred_margin_abs"": 0.30385473370552063, ""dominant_source_ratio"": 0.9718376398086548, ""low_high_margin_agreement"": 0.8246191143989563, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.30385473370552063, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.30385473370552063,0.30385473370552063,0.9718376398086548,0.8246191143989563
prarc_v1_g05,0,2473549-B,0,0,1,0.5398083925247192,"{""concept_pred_margin_abs"": 0.20923763513565063, ""dominant_source_ratio"": 0.9763692617416382, ""low_high_margin_agreement"": 0.8388349413871765, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.20923763513565063, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.20923763513565063,0.20923763513565063,0.9763692617416382,0.8388349413871765
prarc_v1_g05,0,2473621-B3,0,1,0,0.5292230248451233,"{""concept_pred_margin_abs"": 0.019753526896238327, ""dominant_source_ratio"": 0.9932869076728821, ""low_high_margin_agreement"": 0.9806444048881531, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.019753526896238327, ""visual_concept_conflict"": 1.0}",,1.0,0.0,0.019753526896238327,0.019753526896238327,0.9932869076728821,0.9806444048881531
prarc_v1_g05,0,2474150-B3,0,0,1,0.5383042097091675,"{""concept_pred_margin_abs"": 0.21054886281490326, ""dominant_source_ratio"": 0.9598821401596069, ""low_high_margin_agreement"": 0.8261228799819946, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.21054886281490326, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.21054886281490326,0.21054886281490326,0.9598821401596069,0.8261228799819946
prarc_v1_g05,0,2474291-B2,0,0,1,0.5379863381385803,"{""concept_pred_margin_abs"": 0.2304699420928955, ""dominant_source_ratio"": 0.9883518218994141, ""low_high_margin_agreement"": 0.8125312924385071, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.2304699420928955, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.2304699420928955,0.2304699420928955,0.9883518218994141,0.8125312924385071
prarc_v1_g05,0,2474337-B3,0,0,1,0.5399491786956787,"{""concept_pred_margin_abs"": 0.29468172788619995, ""dominant_source_ratio"": 0.9848437905311584, ""low_high_margin_agreement"": 0.8597968816757202, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.29468172788619995, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.29468172788619995,0.29468172788619995,0.9848437905311584,0.8597968816757202
prarc_v1_g05,0,2474638-B3,0,0,1,0.5398390889167786,"{""concept_pred_margin_abs"": 0.27344104647636414, ""dominant_source_ratio"": 0.9811245799064636, ""low_high_margin_agreement"": 0.8165904879570007, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.27344104647636414, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.27344104647636414,0.27344104647636414,0.9811245799064636,0.8165904879570007
prarc_v1_g05,0,2474739-B2,0,0,1,0.5399479866027832,"{""concept_pred_margin_abs"": 0.3585415184497833, ""dominant_source_ratio"": 0.9851199388504028, ""low_high_margin_agreement"": 0.8337467908859253, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.3585415184497833, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.3585415184497833,0.3585415184497833,0.9851199388504028,0.8337467908859253
prarc_v1_g05,0,2475011-B2,0,0,1,0.5399324893951416,"{""concept_pred_margin_abs"": 0.33588752150535583, ""dominant_source_ratio"": 0.9874303936958313, ""low_high_margin_agreement"": 0.8404350876808167, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.33588752150535583, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.33588752150535583,0.33588752150535583,0.9874303936958313,0.8404350876808167
prarc_v1_g05,0,2475022-B,0,0,1,0.5400459170341492,"{""concept_pred_margin_abs"": 0.3847111463546753, ""dominant_source_ratio"": 0.9858431816101074, ""low_high_margin_agreement"": 0.878470778465271, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.3847111463546753, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.3847111463546753,0.3847111463546753,0.9858431816101074,0.878470778465271
prarc_v1_g05,0,2475126-B2,0,0,1,0.5399554371833801,"{""concept_pred_margin_abs"": 0.33277830481529236, ""dominant_source_ratio"": 0.9838274121284485, ""low_high_margin_agreement"": 0.8420320749282837, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.33277830481529236, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.33277830481529236,0.33277830481529236,0.9838274121284485,0.8420320749282837
prarc_v1_g05,0,2475349-B2,0,0,1,0.5397487878799438,"{""concept_pred_margin_abs"": 0.2576463520526886, ""dominant_source_ratio"": 0.9854419231414795, ""low_high_margin_agreement"": 0.801465630531311, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.2576463520526886, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.2576463520526886,0.2576463520526886,0.9854419231414795,0.801465630531311
prarc_v1_g05,0,2476252-B2,0,0,1,0.5378942489624023,"{""concept_pred_margin_abs"": 0.2453172355890274, ""dominant_source_ratio"": 0.9863527417182922, ""low_high_margin_agreement"": 0.8031289577484131, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.2453172355890274, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.2453172355890274,0.2453172355890274,0.9863527417182922,0.8031289577484131
prarc_v1_g05,0,2477189-B3,0,0,1,0.5387536287307739,"{""concept_pred_margin_abs"": 0.1326431930065155, ""dominant_source_ratio"": 0.9356526136398315, ""low_high_margin_agreement"": 0.8830007910728455, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.1326431930065155, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.1326431930065155,0.1326431930065155,0.9356526136398315,0.8830007910728455
prarc_v1_g05,0,2477541-B2,0,0,1,0.5398125052452087,"{""concept_pred_margin_abs"": 0.31608355045318604, ""dominant_source_ratio"": 0.9830617904663086, ""low_high_margin_agreement"": 0.7902425527572632, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.31608355045318604, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.31608355045318604,0.31608355045318604,0.9830617904663086,0.7902425527572632
prarc_v1_g05,0,2477809-B3,0,0,1,0.5399378538131714,"{""concept_pred_margin_abs"": 0.36312270164489746, ""dominant_source_ratio"": 0.9825564026832581, ""low_high_margin_agreement"": 0.8223153948783875, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.36312270164489746, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.36312270164489746,0.36312270164489746,0.9825564026832581,0.8223153948783875
prarc_v1_g05,0,2477949-B2,0,0,1,0.5398432612419128,"{""concept_pred_margin_abs"": 0.3052740693092346, ""dominant_source_ratio"": 0.981182873249054, ""low_high_margin_agreement"": 0.8019938468933105, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.3052740693092346, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.3052740693092346,0.3052740693092346,0.981182873249054,0.8019938468933105
prarc_v1_g05,0,2477977-B3,0,0,1,0.5399419069290161,"{""concept_pred_margin_abs"": 0.32425493001937866, ""dominant_source_ratio"": 0.9809907674789429, ""low_high_margin_agreement"": 0.8327152132987976, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.32425493001937866, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.32425493001937866,0.32425493001937866,0.9809907674789429,0.8327152132987976
prarc_v1_g05,0,2482056-B4,0,0,1,0.5397736430168152,"{""concept_pred_margin_abs"": 0.27486714720726013, ""dominant_source_ratio"": 0.9868180155754089, ""low_high_margin_agreement"": 0.804238498210907, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.27486714720726013, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.27486714720726013,0.27486714720726013,0.9868180155754089,0.804238498210907
prarc_v1_g05,0,2482896-B2,0,0,1,0.5381572842597961,"{""concept_pred_margin_abs"": 0.21694037318229675, ""dominant_source_ratio"": 0.9780248403549194, ""low_high_margin_agreement"": 0.8218727707862854, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.21694037318229675, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.21694037318229675,0.21694037318229675,0.9780248403549194,0.8218727707862854
prarc_v1_g05,0,2482969-B,0,0,1,0.5398373603820801,"{""concept_pred_margin_abs"": 0.22493858635425568, ""dominant_source_ratio"": 0.9820707440376282, ""low_high_margin_agreement"": 0.8530065417289734, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.22493858635425568, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.22493858635425568,0.22493858635425568,0.9820707440376282,0.8530065417289734
prarc_v1_g05,0,2483211-B2,0,0,1,0.5399203896522522,"{""concept_pred_margin_abs"": 0.3386346995830536, ""dominant_source_ratio"": 0.9850791692733765, ""low_high_margin_agreement"": 0.8287416696548462, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.3386346995830536, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.3386346995830536,0.3386346995830536,0.9850791692733765,0.8287416696548462
prarc_v1_g05,0,2483846-B,0,0,1,0.539904773235321,"{""concept_pred_margin_abs"": 0.32168149948120117, ""dominant_source_ratio"": 0.9870793223381042, ""low_high_margin_agreement"": 0.83384108543396, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.32168149948120117, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.32168149948120117,0.32168149948120117,0.9870793223381042,0.83384108543396
prarc_v1_g05,0,2483961-B3,0,0,1,0.5397365093231201,"{""concept_pred_margin_abs"": 0.2518306076526642, ""dominant_source_ratio"": 0.9860963225364685, ""low_high_margin_agreement"": 0.8020882606506348, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.2518306076526642, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.2518306076526642,0.2518306076526642,0.9860963225364685,0.8020882606506348
prarc_v1_g05,0,2483993-B2,0,0,1,0.5401164293289185,"{""concept_pred_margin_abs"": 0.11049194633960724, ""dominant_source_ratio"": 0.6763051152229309, ""low_high_margin_agreement"": 0.9006299376487732, ""low_high_sign_agreement"": 0.0, ""prediction_confidence_margin"": 0.11049194633960724, ""visual_concept_conflict"": 0.0}",,0.0,0.0,0.11049194633960724,0.11049194633960724,0.6763051152229309,0.9006299376487732
prarc_v1_g05,0,2484727-B2,0,0,1,0.5399102568626404,"{""concept_pred_margin_abs"": 0.28153228759765625, ""dominant_source_ratio"": 0.9843377470970154, ""low_high_margin_agreement"": 0.8494321703910828, ""low_high_sign_agreement"": 1.0, ""prediction_confidence_margin"": 0.28153228759765625, ""visual_concept_conflict"": 0.0}",,0.0,1.0,0.28153228759765625,0.28153228759765625,0.9843377470970154,0.8494321703910828
