slide_id,fold,label,pred,correct,strategy,top_k,min_dist,sigma,high_prior_mean,high_prior_std,high_prior_p90,high_prior_effective_ratio_0.1,high_prior_effective_ratio_0.3,high_prior_effective_ratio_0.5
2460628-B2,0,0,0,1,random_anchor,5,,8192.0,0.19910594782762225,0.20146152295300054,0.4296093214026088,0.5742128935532234,0.31859070464767614,0.058095952023988005
2460628-B2,0,0,0,1,nms_topk,5,2048.0,4096.0,0.07104885810490091,0.1650339883036415,0.2953218803555014,0.18515742128935533,0.09745127436281859,0.035982008995502246
2460628-B2,0,0,0,1,nms_topk,5,2048.0,8192.0,0.17313623576790077,0.26791779714295827,0.6403252483994382,0.36094452773613195,0.23650674662668666,0.15142428785607195
2460628-B2,0,0,0,1,nms_topk,5,4096.0,4096.0,0.07104885810490091,0.1650339883036415,0.2953218803555014,0.18515742128935533,0.09745127436281859,0.035982008995502246
2460628-B2,0,0,0,1,nms_topk,5,4096.0,8192.0,0.17313623576790077,0.26791779714295827,0.6403252483994382,0.36094452773613195,0.23650674662668666,0.15142428785607195
2460628-B2,0,0,0,1,nms_topk,5,8192.0,4096.0,0.10638024914800422,0.2101002721322089,0.4342774314026185,0.24887556221889057,0.1424287856071964,0.08245877061469266
2460628-B2,0,0,0,1,nms_topk,5,8192.0,8192.0,0.21285994737889435,0.28933224770027405,0.7042957280972757,0.4197901049475262,0.2964767616191904,0.19377811094452774
2460628-B2,0,0,0,1,raw_topk,10,,4096.0,0.09859342317402366,0.17980406678161773,0.3519071771551533,0.27361319340329837,0.13193403298350825,0.04872563718140929
2460628-B2,0,0,0,1,raw_topk,10,,8192.0,0.22048315546159156,0.297226815735409,0.7390487578663372,0.42916041979010494,0.29685157421289354,0.20389805097451275
2460628-B2,0,0,0,1,weighted_farthest,10,,4096.0,0.12697630069355503,0.1948704446856685,0.41857500940570175,0.3377061469265367,0.1686656671664168,0.06934032983508245
2460628-B2,0,0,0,1,weighted_farthest,10,,8192.0,0.26274100233104974,0.2925201170384528,0.7741894935878457,0.5618440779610195,0.315592203898051,0.22263868065967016
2460628-B2,0,0,0,1,random_anchor,10,,4096.0,0.06322572932761679,0.14846952350107623,0.17614003051764313,0.14955022488755623,0.06671664167916042,0.034857571214392806
2460628-B2,0,0,0,1,random_anchor,10,,8192.0,0.19243857727790914,0.25285126794524115,0.6267367249656841,0.40817091454272864,0.25224887556221887,0.15067466266866567
2460628-B2,0,0,0,1,nms_topk,10,2048.0,4096.0,0.09859342317402366,0.17980406678161773,0.3519071771551533,0.27361319340329837,0.13193403298350825,0.04872563718140929
2460628-B2,0,0,0,1,nms_topk,10,2048.0,8192.0,0.22048315546159156,0.297226815735409,0.7390487578663372,0.42916041979010494,0.29685157421289354,0.20389805097451275
2460628-B2,0,0,0,1,nms_topk,10,4096.0,4096.0,0.09859342317402366,0.17980406678161773,0.3519071771551533,0.27361319340329837,0.13193403298350825,0.04872563718140929
2460628-B2,0,0,0,1,nms_topk,10,4096.0,8192.0,0.22048315546159156,0.297226815735409,0.7390487578663372,0.42916041979010494,0.29685157421289354,0.20389805097451275
2460628-B2,0,0,0,1,nms_topk,10,8192.0,4096.0,0.15123191133302025,0.22140186046126537,0.5056958140792652,0.3804347826086957,0.19527736131934034,0.10307346326836582
2460628-B2,0,0,0,1,nms_topk,10,8192.0,8192.0,0.254933198178031,0.2656377441802862,0.7020484541142088,0.5925787106446777,0.31709145427286356,0.191904047976012
2460641-B2,0,0,0,1,raw_topk,5,,4096.0,0.08729931943609782,0.1774407745630819,0.32780028030450276,0.22073483338080319,0.1093705497009399,0.05240672173170037
2460641-B2,0,0,0,1,raw_topk,5,,8192.0,0.1973519504766182,0.22325950240574965,0.48452717974072557,0.5086869837653091,0.2671603531757334,0.09114212475078325
2460641-B2,0,0,0,1,weighted_farthest,5,,4096.0,0.09645516192128735,0.1730111922670079,0.3456954498053562,0.2546283110225007,0.12475078325263458,0.05240672173170037
2460641-B2,0,0,0,1,weighted_farthest,5,,8192.0,0.29702734444816203,0.23737882246024186,0.6262339063454537,0.7100541156365707,0.44260894332099116,0.22899458843634293
2460641-B2,0,0,0,1,random_anchor,5,,4096.0,0.04516078242737265,0.12921037359942916,0.12537369623086161,0.11819994303617203,0.04727997721446881,0.02534890344631159
2460641-B2,0,0,0,1,random_anchor,5,,8192.0,0.14682752928148227,0.23191123181242393,0.525999243942311,0.3437767017943606,0.21617772714326403,0.11164910281970948
2460641-B2,0,0,0,1,nms_topk,5,2048.0,4096.0,0.08729931943609782,0.1774407745630819,0.32780028030450276,0.22073483338080319,0.1093705497009399,0.05240672173170037
2460641-B2,0,0,0,1,nms_topk,5,2048.0,8192.0,0.1973519504766182,0.22325950240574965,0.48452717974072557,0.5086869837653091,0.2671603531757334,0.09114212475078325
2460641-B2,0,0,0,1,nms_topk,5,4096.0,4096.0,0.08729931943609782,0.1774407745630819,0.32780028030450276,0.22073483338080319,0.1093705497009399,0.05240672173170037
2460641-B2,0,0,0,1,nms_topk,5,4096.0,8192.0,0.1973519504766182,0.22325950240574965,0.48452717974072557,0.5086869837653091,0.2671603531757334,0.09114212475078325
2460641-B2,0,0,0,1,nms_topk,5,8192.0,4096.0,0.08729931943609782,0.1774407745630819,0.32780028030450276,0.22073483338080319,0.1093705497009399,0.05240672173170037
2460641-B2,0,0,0,1,nms_topk,5,8192.0,8192.0,0.1973519504766182,0.22325950240574965,0.48452717974072557,0.5086869837653091,0.2671603531757334,0.09114212475078325
2460641-B2,0,0,0,1,raw_topk,10,,4096.0,0.15416582006382357,0.2122772797777623,0.4997867830592671,0.390487040729137,0.2210196525206494,0.09968669894616919
2460641-B2,0,0,0,1,raw_topk,10,,8192.0,0.32317021857714806,0.2656786110205231,0.7442309415889535,0.7257191683281117,0.46026772999145543,0.2557675875818855
2460641-B2,0,0,0,1,weighted_farthest,10,,4096.0,0.14562296324998905,0.18398295255374258,0.40677487430683923,0.43406436912560525,0.17487895186556537,0.05582455140985474
2460641-B2,0,0,0,1,weighted_farthest,10,,8192.0,0.32784336374212864,0.2042060002572948,0.5901379122616056,0.853033323839362,0.5169467388208487,0.17915123896325832
2460641-B2,0,0,0,1,random_anchor,10,,4096.0,0.07522244326570422,0.16454739924438985,0.26514801754391987,0.18968954713756764,0.0851609228140131,0.04528624323554543
2460641-B2,0,0,0,1,random_anchor,10,,8192.0,0.16711416009022367,0.2099594283663767,0.4104302770395789,0.48248362289945884,0.15266305895756194,0.07633152947878097
2460641-B2,0,0,0,1,nms_topk,10,2048.0,4096.0,0.15416582006382357,0.2122772797777623,0.4997867830592671,0.390487040729137,0.2210196525206494,0.09968669894616919
2460641-B2,0,0,0,1,nms_topk,10,2048.0,8192.0,0.32317021857714806,0.2656786110205231,0.7442309415889535,0.7257191683281117,0.46026772999145543,0.2557675875818855
2460641-B2,0,0,0,1,nms_topk,10,4096.0,4096.0,0.15416582006382357,0.2122772797777623,0.4997867830592671,0.390487040729137,0.2210196525206494,0.09968669894616919
2460641-B2,0,0,0,1,nms_topk,10,4096.0,8192.0,0.32317021857714806,0.2656786110205231,0.7442309415889535,0.7257191683281117,0.46026772999145543,0.2557675875818855
2460641-B2,0,0,0,1,nms_topk,10,8192.0,4096.0,0.15416582006382357,0.2122772797777623,0.4997867830592671,0.390487040729137,0.2210196525206494,0.09968669894616919
2460641-B2,0,0,0,1,nms_topk,10,8192.0,8192.0,0.32317021857714806,0.2656786110205231,0.7442309415889535,0.7257191683281117,0.46026772999145543,0.2557675875818855
2460960-B,0,0,0,1,raw_topk,5,,4096.0,0.034789533037907557,0.10840305342002886,0.10478074955155224,0.10446847582126097,0.029993878800244848,0.014486839420526422
2460960-B,0,0,0,1,raw_topk,5,,8192.0,0.10780517663372269,0.19082216125315463,0.34878747573995245,0.2874923485003061,0.11446643542134258,0.0636604774535809
2460960-B,0,0,0,1,weighted_farthest,5,,4096.0,0.05116114336867358,0.12082004803351136,0.17449136100705334,0.15425423382983064,0.048969598041216075,0.01897571924097123
2460960-B,0,0,0,1,weighted_farthest,5,,8192.0,0.17634114716419483,0.21035781219904554,0.4939812637080201,0.49194042032238317,0.20465211181391552,0.09610283615588655
2460960-B,0,0,0,1,random_anchor,5,,4096.0,0.0188537584848381,0.09396319498468311,0.017286198935634663,0.04162415833503367,0.01938379922464803,0.013058559477657621
2460960-B,0,0,0,1,random_anchor,5,,8192.0,0.06219075833452581,0.16573605923431722,0.18014535544529978,0.14772495409100184,0.07120995715160171,0.042440318302387266
2460960-B,0,0,0,1,nms_topk,5,2048.0,4096.0,0.034789533037907557,0.10840305342002886,0.10478074955155224,0.10446847582126097,0.029993878800244848,0.014486839420526422
2460960-B,0,0,0,1,nms_topk,5,2048.0,8192.0,0.10780517663372269,0.19082216125315463,0.34878747573995245,0.2874923485003061,0.11446643542134258,0.0636604774535809
2460960-B,0,0,0,1,nms_topk,5,4096.0,4096.0,0.034789533037907557,0.10840305342002886,0.10478074955155224,0.10446847582126097,0.029993878800244848,0.014486839420526422
2460960-B,0,0,0,1,nms_topk,5,4096.0,8192.0,0.10780517663372269,0.19082216125315463,0.34878747573995245,0.2874923485003061,0.11446643542134258,0.0636604774535809
2460960-B,0,0,0,1,nms_topk,5,8192.0,4096.0,0.05402802229854473,0.12438150869228953,0.19962668661549812,0.16833299326668028,0.05447867782085289,0.01897571924097123
2460960-B,0,0,0,1,nms_topk,5,8192.0,8192.0,0.1856392642118697,0.23325948477551206,0.5647469114758948,0.44868394205264234,0.2593348296266068,0.13160579473576822
2460960-B,0,0,0,1,raw_topk,10,,4096.0,0.050158124466442876,0.12066943595747641,0.17085174096254527,0.15017343399306263,0.05121403795143848,0.015098959396041623
2460960-B,0,0,0,1,raw_topk,10,,8192.0,0.1446455485608377,0.20456996436272867,0.41878004745871983,0.3958375841664966,0.17669863293205468,0.07406651703733932
2460960-B,0,0,0,1,weighted_farthest,10,,4096.0,0.04675327767455426,0.10693276078931083,0.14210412221558552,0.14446031422158742,0.03346255866149765,0.01285451948581922
2460960-B,0,0,0,1,weighted_farthest,10,,8192.0,0.15166791143474112,0.18805824260821685,0.376786096135111,0.4446031422158743,0.15711079371556824,0.0654968373801265
2460960-B,0,0,0,1,random_anchor,10,,4096.0,0.050251738056303806,0.13990070058192847,0.14908764960975845,0.1234441950622322,0.058559477657620894,0.03101407875943685
2460960-B,0,0,0,1,random_anchor,10,,8192.0,0.14677532704943197,0.2252043154438989,0.5108407649972615,0.33523770659049174,0.20057131197714753,0.10344827586206896
2460960-B,0,0,0,1,nms_topk,10,2048.0,4096.0,0.050158124466442876,0.12066943595747641,0.17085174096254527,0.15017343399306263,0.05121403795143848,0.015098959396041623
2460960-B,0,0,0,1,nms_topk,10,2048.0,8192.0,0.1446455485608377,0.20456996436272867,0.41878004745871983,0.3958375841664966,0.17669863293205468,0.07406651703733932
2460960-B,0,0,0,1,nms_topk,10,4096.0,4096.0,0.050158124466442876,0.12066943595747641,0.17085174096254527,0.15017343399306263,0.05121403795143848,0.015098959396041623
2460960-B,0,0,0,1,nms_topk,10,4096.0,8192.0,0.1446455485608377,0.20456996436272867,0.41878004745871983,0.3958375841664966,0.17669863293205468,0.07406651703733932
2460960-B,0,0,0,1,nms_topk,10,8192.0,4096.0,0.07427024288269582,0.1340505588143601,0.25264011125989244,0.2452560701897572,0.07182207712711691,0.020608039175678432
2460960-B,0,0,0,1,nms_topk,10,8192.0,8192.0,0.2320240698833066,0.24160614671731187,0.6105109399985589,0.5572332177106712,0.33401346663946135,0.17261783309528667
2461671-B2,0,0,0,1,raw_topk,5,,4096.0,0.054661545340191506,0.13262992851611882,0.2004595657391593,0.15285451197053407,0.0679353386535707,0.021690198485778595
2461671-B2,0,0,0,1,raw_topk,5,,8192.0,0.14972389126599836,0.20797902539548196,0.4432757058002271,0.4057704112952732,0.1761817065684469,0.0826683036627788
2461671-B2,0,0,0,1,weighted_farthest,5,,4096.0,0.054661545340191506,0.13262992851611882,0.2004595657391593,0.15285451197053407,0.0679353386535707,0.021690198485778595
2461671-B2,0,0,0,1,weighted_farthest,5,,8192.0,0.14972389126599836,0.20797902539548196,0.44327570580022707,0.4057704112952732,0.1761817065684469,0.0826683036627788
2461671-B2,0,0,0,1,random_anchor,5,,4096.0,0.03962543489555771,0.11311112372062036,0.12929657854640916,0.11397585430734603,0.042766523429506854,0.016369961121342338
2461671-B2,0,0,0,1,random_anchor,5,,8192.0,0.13105708674433633,0.20302920765374743,0.41004061207956644,0.34008594229588707,0.14507878043789646,0.0728463269899734
2461671-B2,0,0,0,1,nms_topk,5,2048.0,4096.0,0.054661545340191506,0.13262992851611882,0.2004595657391593,0.15285451197053407,0.0679353386535707,0.021690198485778595
2461671-B2,0,0,0,1,nms_topk,5,2048.0,8192.0,0.14972389126599836,0.20797902539548196,0.4432757058002271,0.4057704112952732,0.1761817065684469,0.0826683036627788
2461671-B2,0,0,0,1,nms_topk,5,4096.0,4096.0,0.054661545340191506,0.13262992851611882,0.2004595657391593,0.15285451197053407,0.0679353386535707,0.021690198485778595
2461671-B2,0,0,0,1,nms_topk,5,4096.0,8192.0,0.14972389126599836,0.20797902539548196,0.4432757058002271,0.4057704112952732,0.1761817065684469,0.0826683036627788
2461671-B2,0,0,0,1,nms_topk,5,8192.0,4096.0,0.054661545340191506,0.13262992851611882,0.2004595657391593,0.15285451197053407,0.0679353386535707,0.021690198485778595
2461671-B2,0,0,0,1,nms_topk,5,8192.0,8192.0,0.14972389126599836,0.20797902539548196,0.4432757058002271,0.4057704112952732,0.1761817065684469,0.0826683036627788
2461671-B2,0,0,0,1,raw_topk,10,,4096.0,0.07080421969175058,0.14245892205236269,0.24085783748140976,0.21178637200736647,0.07325557601800696,0.027828933906281973
2461671-B2,0,0,0,1,raw_topk,10,,8192.0,0.1802266648752686,0.212931632227179,0.49086671487225597,0.5082872928176796,0.22201759770820545,0.09760589318600368
2461671-B2,0,0,0,1,weighted_farthest,10,,4096.0,0.0771635800610854,0.1364556145606318,0.2501077614116592,0.2383875588295478,0.0767341927562922,0.021690198485778595
2461671-B2,0,0,0,1,weighted_farthest,10,,8192.0,0.21627174151080555,0.21437693317050432,0.5040177755638047,0.5880908532842235,0.30570902394106814,0.10272150603642316
2461671-B2,0,0,0,1,random_anchor,10,,4096.0,0.04580902206045521,0.1140038417215929,0.15405980685858847,0.13955391855944344,0.03662778800900348,0.013709842439124207
2461671-B2,0,0,0,1,random_anchor,10,,8192.0,0.15058223650676086,0.19284332338826377,0.40724459161181276,0.43932883159402497,0.18498056067116841,0.0521792510742787
2461671-B2,0,0,0,1,nms_topk,10,2048.0,4096.0,0.07080421969175058,0.14245892205236269,0.24085783748140976,0.21178637200736647,0.07325557601800696,0.027828933906281973
2461671-B2,0,0,0,1,nms_topk,10,2048.0,8192.0,0.1802266648752686,0.212931632227179,0.49086671487225597,0.5082872928176796,0.22201759770820545,0.09760589318600368
2461671-B2,0,0,0,1,nms_topk,10,4096.0,4096.0,0.07080421969175058,0.14245892205236269,0.24085783748140976,0.21178637200736647,0.07325557601800696,0.027828933906281973
2461671-B2,0,0,0,1,nms_topk,10,4096.0,8192.0,0.1802266648752686,0.212931632227179,0.49086671487225597,0.5082872928176796,0.22201759770820545,0.09760589318600368
2461671-B2,0,0,0,1,nms_topk,10,8192.0,4096.0,0.08051440810921534,0.1405990525799783,0.2618111186620041,0.26437487210967875,0.08246367914876203,0.023122570083896052
2461671-B2,0,0,0,1,nms_topk,10,8192.0,8192.0,0.22850967737780373,0.23168490255184104,0.5450027068418358,0.5733578882750153,0.3464293022304072,0.13239206056885616
2461677-B2,0,0,0,1,raw_topk,5,,4096.0,0.17989539253321812,0.23651691664370592,0.5697829556186972,0.437192118226601,0.23029556650246305,0.1206896551724138
2461677-B2,0,0,0,1,raw_topk,5,,8192.0,0.4237493884604903,0.25713973928860484,0.7654297246193089,0.9027093596059114,0.604679802955665,0.39408866995073893
2461677-B2,0,0,0,1,weighted_farthest,5,,4096.0,0.1582018032732387,0.21358162305763745,0.475972797403968,0.4224137931034483,0.19088669950738915,0.09113300492610837
2461677-B2,0,0,0,1,weighted_farthest,5,,8192.0,0.36809210650534663,0.25566512408485625,0.7775991592217115,0.854679802955665,0.5283251231527094,0.25862068965517243
2461677-B2,0,0,0,1,random_anchor,5,,4096.0,0.15904295339717425,0.23971371749422887,0.5436068272004386,0.3472906403940887,0.23522167487684728,0.12931034482758622
2461677-B2,0,0,0,1,random_anchor,5,,8192.0,0.3108496260776152,0.28457715841961345,0.7798680782437337,0.6847290640394089,0.41379310344827586,0.24876847290640394
2461677-B2,0,0,0,1,nms_topk,5,2048.0,4096.0,0.17989539253321812,0.23651691664370592,0.5697829556186972,0.437192118226601,0.23029556650246305,0.1206896551724138
2461677-B2,0,0,0,1,nms_topk,5,2048.0,8192.0,0.4237493884604903,0.25713973928860484,0.7654297246193089,0.9027093596059114,0.604679802955665,0.39408866995073893
2461677-B2,0,0,0,1,nms_topk,5,4096.0,4096.0,0.17989539253321812,0.23651691664370592,0.5697829556186972,0.437192118226601,0.23029556650246305,0.1206896551724138
2461677-B2,0,0,0,1,nms_topk,5,4096.0,8192.0,0.4237493884604903,0.25713973928860484,0.7654297246193089,0.9027093596059114,0.604679802955665,0.39408866995073893
2461677-B2,0,0,0,1,nms_topk,5,8192.0,4096.0,0.15591213709053436,0.1988840939540123,0.4479448655616893,0.45320197044334976,0.17733990147783252,0.08004926108374384
2461677-B2,0,0,0,1,nms_topk,5,8192.0,8192.0,0.3909001528895148,0.2486140646121837,0.7675208330124681,0.8719211822660099,0.5751231527093597,0.32142857142857145
2461677-B2,0,0,0,1,raw_topk,10,,4096.0,0.20378415943685524,0.23319465892467092,0.5745927781373079,0.520935960591133,0.2660098522167488,0.1354679802955665
2461677-B2,0,0,0,1,raw_topk,10,,8192.0,0.42553279401864447,0.25835241553012034,0.8030477498705909,0.895320197044335,0.625615763546798,0.39532019704433496
2461677-B2,0,0,0,1,weighted_farthest,10,,4096.0,0.19522067431227563,0.22636307069270503,0.549181123647422,0.5098522167487685,0.25,0.12315270935960591
2461677-B2,0,0,0,1,weighted_farthest,10,,8192.0,0.41158374076654414,0.25918204536654327,0.8036827850714958,0.8817733990147784,0.6096059113300493,0.3522167487684729
2461677-B2,0,0,0,1,random_anchor,10,,4096.0,0.18328986128461666,0.22132182602056585,0.5261157105711226,0.5049261083743842,0.20689655172413793,0.10591133004926108
2461677-B2,0,0,0,1,random_anchor,10,,8192.0,0.3664862920341982,0.2764173306755028,0.8159318946191874,0.8115763546798029,0.5086206896551724,0.28201970443349755
2461677-B2,0,0,0,1,nms_topk,10,2048.0,4096.0,0.20378415943685524,0.23319465892467092,0.5745927781373079,0.520935960591133,0.2660098522167488,0.1354679802955665
2461677-B2,0,0,0,1,nms_topk,10,2048.0,8192.0,0.42553279401864447,0.25835241553012034,0.8030477498705909,0.895320197044335,0.625615763546798,0.39532019704433496
2461677-B2,0,0,0,1,nms_topk,10,4096.0,4096.0,0.20378415943685524,0.23319465892467092,0.5745927781373079,0.520935960591133,0.2660098522167488,0.1354679802955665
2461677-B2,0,0,0,1,nms_topk,10,4096.0,8192.0,0.42553279401864447,0.25835241553012034,0.8030477498705909,0.895320197044335,0.625615763546798,0.39532019704433496
2461677-B2,0,0,0,1,nms_topk,10,8192.0,4096.0,0.1668133461254711,0.19467552922453682,0.4503741808122969,0.4729064039408867,0.18472906403940886,0.08004926108374384
2461677-B2,0,0,0,1,nms_topk,10,8192.0,8192.0,0.4085174921455992,0.24236948000017264,0.7713750981860924,0.9039408866995073,0.6120689655172413,0.3472906403940887
2461700-B2,0,0,0,1,raw_topk,5,,4096.0,0.14167644838035612,0.25629983828668634,0.58689802333648,0.28714859437751006,0.1817269076305221,0.12449799196787148
2461700-B2,0,0,0,1,raw_topk,5,,8192.0,0.2587587258667993,0.32645903631291207,0.8005612455999256,0.45481927710843373,0.3755020080321285,0.2640562248995984
2461700-B2,0,0,0,1,weighted_farthest,5,,4096.0,0.1619498536015897,0.24777362539303802,0.6003908933778042,0.35943775100401604,0.1857429718875502,0.12550200803212852
2461700-B2,0,0,0,1,weighted_farthest,5,,8192.0,0.29809103324888864,0.297455634064721,0.8033787742370528,0.6365461847389559,0.3704819277108434,0.2640562248995984
2461700-B2,0,0,0,1,random_anchor,5,,4096.0,0.1292205022915011,0.23251754110608397,0.5051632976246324,0.28012048192771083,0.1757028112449799,0.10341365461847389
2461700-B2,0,0,0,1,random_anchor,5,,8192.0,0.26426468775273493,0.3295071869911979,0.81108377549008,0.45481927710843373,0.3785140562248996,0.27710843373493976
2461700-B2,0,0,0,1,nms_topk,5,2048.0,4096.0,0.14167644838035612,0.25629983828668634,0.58689802333648,0.28714859437751006,0.1817269076305221,0.12449799196787148
2461700-B2,0,0,0,1,nms_topk,5,2048.0,8192.0,0.2587587258667993,0.32645903631291207,0.8005612455999256,0.45481927710843373,0.3755020080321285,0.2640562248995984
2461700-B2,0,0,0,1,nms_topk,5,4096.0,4096.0,0.14167644838035612,0.25629983828668634,0.58689802333648,0.28714859437751006,0.1817269076305221,0.12449799196787148
2461700-B2,0,0,0,1,nms_topk,5,4096.0,8192.0,0.2587587258667993,0.32645903631291207,0.8005612455999256,0.45481927710843373,0.3755020080321285,0.2640562248995984
2461700-B2,0,0,0,1,nms_topk,5,8192.0,4096.0,0.1684518621898197,0.24274736139095301,0.5950890835312437,0.39056224899598396,0.19076305220883535,0.12951807228915663
2461700-B2,0,0,0,1,nms_topk,5,8192.0,8192.0,0.314300120113296,0.29668391426866497,0.81242555114306,0.7058232931726908,0.3714859437751004,0.2791164658634538
2461700-B2,0,0,0,1,raw_topk,10,,4096.0,0.15933565841805597,0.24792891300066486,0.5896608466133106,0.3273092369477912,0.19076305220883535,0.1214859437751004
2461700-B2,0,0,0,1,raw_topk,10,,8192.0,0.28642919094995717,0.30930686896740417,0.7988645134413837,0.45481927710843373,0.3785140562248996,0.26907630522088355
2461700-B2,0,0,0,1,weighted_farthest,10,,4096.0,0.159335658418056,0.24792891300066489,0.5896608466133108,0.3273092369477912,0.19076305220883535,0.1214859437751004
2461700-B2,0,0,0,1,weighted_farthest,10,,8192.0,0.28642919094995717,0.30930686896740417,0.7988645134413837,0.45481927710843373,0.3785140562248996,0.26907630522088355
2461700-B2,0,0,0,1,random_anchor,10,,4096.0,0.18306661969792726,0.22930239890635956,0.5314998099170976,0.45582329317269077,0.2540160642570281,0.12048192771084337
2461700-B2,0,0,0,1,random_anchor,10,,8192.0,0.34247276751989336,0.3033137921534091,0.8275535297869385,0.714859437751004,0.41967871485943775,0.30622489959839355
