slide_id,label,pred,correct,pred_margin,failure_type,failure_labels,dominant_source,dominant_source_ratio,low_true_vs_wrong_margin,high_true_vs_wrong_margin,visual_effective_margin,csg_effective_margin,visual_source_ratio,visual_supports_true,visual_supports_pred,visual_supports_wrong,low_high_agreement,concept_agreement,prompt_confusion_flag,visual_residual_override_flag,uncertain_margin_flag,high_scale_dominant_wrong_flag,low_scale_dominant_wrong_flag,csg_misleading_flag,concept_margin_abs,low_margin_abs,high_margin_abs,low_high_margin_agreement,low_high_sign_agreement,visual_concept_conflict,visual_margin_abs,visual_over_concept_ratio,prompt_error_risk_score,prompt_reliability_score,csg_abs_margin,prediction_confidence_margin,prob_class_0,prob_class_1,final_logit_class_0,final_logit_class_1,low_logit_class_0,low_logit_class_1,high_logit_class_0,high_logit_class_1,visual_logit_class_0,visual_logit_class_1,visual_alpha,csg_logit_class_0,csg_logit_class_1,csg_alpha,top_csg_pair_class_0,top_csg_pair_class_1,top_csg_pair_score_class_0,top_csg_pair_score_class_1,top_low_concepts_for_pred,top_high_concepts_for_pred,top_low_concepts_for_true,top_high_concepts_for_true,label_name,pred_name,final_true_vs_wrong_margin,final_support_class,final_support_label,final_abs_margin,low_support_class,low_support_label,low_abs_margin,high_support_class,high_support_label,high_abs_margin,visual_true_vs_wrong_margin,visual_support_class,visual_support_label,visual_abs_margin,csg_true_vs_wrong_margin,csg_support_class,csg_support_label,visual_effective_abs_margin,csg_effective_abs_margin,concept_margin_mean,concept_abs_margin_max,available_source_count,total_abs_source_margin,low_source_ratio,high_source_ratio,csg_source_ratio,evidence_agreement,confidence_level,low_available,high_available,low_supports_true,high_supports_true,low_high_same_support,low_high_conflict,low_high_joint_state,csg_max_pair_score,csg_pair_near_zero,csg_margin_near_zero,csg_logits_near_zero,csg_export_capture_status,csg_inactive_or_zero_flag,visual_override_candidate,prompt_confusion_score,prompt_confusion_note,primary_failure_type,supporting_notes,is_error,true_vs_wrong_margin,fold,split,top_low_region_idx_for_pred,top_high_region_idx_for_pred,top_low_region_score_for_pred,top_high_region_score_for_pred,top_low_region_x,top_low_region_y,top_high_region_x,top_high_region_y
2477809-B3,0,0,True,13.252816200256348,correct_prediction,,visual,0.8763734721007839,0.0778497438877821,0.088218718767166,1.1780418431639246,-0.0001132252060923,0.8763734721007839,True,True,False,True,both_support_true,False,False,False,False,False,False,0.083034231327474,0.0778497438877821,0.088218718767166,0.8824628715505318,1.0,0.0,1.1780418431639246,14.187423961545594,0.04019473727220316,0.9598052627277969,0.0001132252060923,13.252816200256348,0.9999982118606568,1.7553926454638713e-06,9.635096549987791,-3.617719888687134,0.1043118312954902,0.0264620874077081,0.2525592446327209,0.1643405258655548,12.600733757019045,-11.327719688415527,0.0492318421602249,-0.0009496195125393,0.0002190843079006,0.0968810096383094,adeno_lepidic -> adeno_mucinous_high,nonadeno_hamartoma_low -> nonadeno_sarcomatoid_high,1.0320538422092795e-05,1.5329107554862276e-05,adeno_mucinous:0.0130 | adeno_lepidic:0.0123 | adeno_alveolar_replacement_low:0.0115 | adeno_cribriform_low:0.0089 | adeno_mixed_acinar_papillary_low:0.0082,adeno_papillary_high:0.0320 | adeno_atypical_glands_high:0.0259 | adeno_hobnail_high:0.0251 | adeno_fused_glands_high:0.0250 | adeno_micropapillary_high:0.0230,adeno_mucinous:0.0130 | adeno_lepidic:0.0123 | adeno_alveolar_replacement_low:0.0115 | adeno_cribriform_low:0.0089 | adeno_mixed_acinar_papillary_low:0.0082,adeno_papillary_high:0.0320 | adeno_atypical_glands_high:0.0259 | adeno_hobnail_high:0.0251 | adeno_fused_glands_high:0.0250 | adeno_micropapillary_high:0.0230,Adenocarcinoma,Adenocarcinoma,13.252816438674923,0,Adenocarcinoma,13.252816438674923,0,Adenocarcinoma,0.0778497438877821,0,Adenocarcinoma,0.088218718767166,23.92845344543457,0,Adenocarcinoma,23.92845344543457,-0.0011687038204399,1.0,NonAdenocarcinoma,1.1780418431639246,0.0001132252060923,0.083034231327474,0.088218718767166,4,1.3442235310249653,0.0579142844110324,0.0656280125522722,8.423093591140542e-05,source_conflict,high,True,True,True,True,True,False,both_support_true,1.5329107554862276e-05,False,False,False,active_and_captured,False,False,0.0367972258593653,,correct_prediction,,False,13.252816438674923,0,test,0,2,0.1254643499851226,0.2819192111492157,42636.59375,31975.71875,26721.443359375,44091.0625
2477949-B2,0,0,True,12.573540687561035,correct_prediction,,visual,0.9020339922777346,0.0655737388879061,0.0592827349901198,1.150324423451934,-7.528292466537063e-05,0.9020339922777346,True,True,False,True,both_support_true,False,False,False,False,False,False,0.0624282369390129,0.0655737388879061,0.0592827349901198,0.9040621443206045,1.0,0.0,1.150324423451934,18.42634807348001,0.06152415202978921,0.9384758479702109,7.528292466537063e-05,12.573540687561035,0.999996542930603,3.462415179456002e-06,8.754526138305664,-3.819014549255371,0.0846805870532989,0.0191068481653928,0.1955538690090179,0.136271134018898,12.342748641967772,-11.022706985473633,0.0492318421602249,-0.0006277873762883,0.0001492784795118,0.0968810096383094,adeno_lepidic -> adeno_mucinous_high,nonadeno_hamartoma_low -> nonadeno_sarcomatoid_high,5.14900011694408e-06,1.266210529138334e-05,adeno_mucinous:0.0115 | adeno_lepidic:0.0097 | adeno_alveolar_replacement_low:0.0094 | adeno_cribriform_low:0.0071 | adeno_micropapillary:0.0066,adeno_papillary_high:0.0231 | adeno_prominent_nucleoli_high:0.0226 | adeno_atypical_glands_high:0.0203 | adeno_hobnail_high:0.0195 | adeno_solid_high:0.0192,adeno_mucinous:0.0115 | adeno_lepidic:0.0097 | adeno_alveolar_replacement_low:0.0094 | adeno_cribriform_low:0.0071 | adeno_micropapillary:0.0066,adeno_papillary_high:0.0231 | adeno_prominent_nucleoli_high:0.0226 | adeno_atypical_glands_high:0.0203 | adeno_hobnail_high:0.0195 | adeno_solid_high:0.0192,Adenocarcinoma,Adenocarcinoma,12.573540687561035,0,Adenocarcinoma,12.573540687561035,0,Adenocarcinoma,0.0655737388879061,0,Adenocarcinoma,0.0592827349901198,23.365455627441406,0,Adenocarcinoma,23.365455627441406,-0.0007770658558001,1.0,NonAdenocarcinoma,1.150324423451934,7.528292466537063e-05,0.0624282369390129,0.0655737388879061,4,1.2752561802546254,0.0514200518321058,0.0464869223204102,5.903356974936533e-05,source_conflict,high,True,True,True,True,True,False,both_support_true,1.266210529138334e-05,False,False,False,active_and_captured,False,False,0.0599472378225939,,correct_prediction,,False,12.573540687561035,0,test,15,0,0.108161523938179,0.2175160050392151,40045.47265625,32110.287109375,39799.76953125,41615.16015625
2477977-B3,0,0,True,5.2146759033203125,correct_prediction,,visual,0.8175055389478727,-0.0263565257191658,0.0797386998310685,0.4754326072011209,-3.716534394981699e-05,0.8175055389478727,True,True,False,False,conflict,False,False,False,False,False,False,0.0266910870559513,0.0263565257191658,0.0797386998310685,-0.3305361860050863,0.0,0.0,0.4754326072011209,17.812410794828,0.04729121203279332,0.9527087879672065,3.716534394981699e-05,5.2146759033203125,0.9945932030677797,0.0054068025201559,4.036436080932617,-1.1782397031784058,0.0533976033329963,0.0797541290521621,0.0908470898866653,0.0111083900555968,5.384735584259033,-4.272278785705566,0.0492318421602249,-0.0001936895423568,0.0001899289200082,0.0968810096383094,adeno_micropapillary -> adeno_lepidic_high,nonadeno_benign_reactive_low -> nonadeno_hamartoma_high,1.1256064453846193e-06,8.840732334647328e-06,adeno_mucinous:0.0063 | adeno_solid:0.0061 | adeno_multifocal_glandular_low:0.0058 | adeno_alveolar_replacement_low:0.0053 | adeno_cribriform_low:0.0050,adeno_papillary_high:0.0129 | adeno_prominent_nucleoli_high:0.0122 | adeno_atypical_glands_high:0.0112 | adeno_hobnail_high:0.0096 | adeno_micropapillary_high:0.0086,adeno_mucinous:0.0063 | adeno_solid:0.0061 | adeno_multifocal_glandular_low:0.0058 | adeno_alveolar_replacement_low:0.0053 | adeno_cribriform_low:0.0050,adeno_papillary_high:0.0129 | adeno_prominent_nucleoli_high:0.0122 | adeno_atypical_glands_high:0.0112 | adeno_hobnail_high:0.0096 | adeno_micropapillary_high:0.0086,Adenocarcinoma,Adenocarcinoma,5.214675784111023,0,Adenocarcinoma,5.214675784111023,1,NonAdenocarcinoma,0.0263565257191658,0,Adenocarcinoma,0.0797386998310685,9.6570143699646,0,Adenocarcinoma,9.6570143699646,-0.000383618462365,1.0,NonAdenocarcinoma,0.4754326072011209,3.716534394981699e-05,0.0266910870559513,0.0797386998310685,4,0.581564998095305,0.0453200000094341,0.1371105552985862,6.390574410691486e-05,source_conflict,low,True,True,False,True,False,True,conflict,8.840732334647328e-06,False,False,False,active_and_captured,False,False,0.0515463516747611,,correct_prediction,,False,5.214675784111023,0,test,15,13,0.0662072151899337,0.1164072230458259,58449.73046875,40361.3125,46580.671875,38391.6171875
2482056-B4,0,0,True,12.032612800598145,correct_prediction,,visual,0.8829529675617919,0.0400785580277443,0.1027089655399322,1.0775080359790503,-5.034285678129964e-05,0.8829529675617919,True,True,False,True,both_support_true,False,False,False,False,False,False,0.0713937617838382,0.0400785580277443,0.1027089655399322,0.39021479592414127,1.0,0.0,1.0775080359790503,15.092467591796959,0.04377470470421229,0.9562252952957877,5.034285678129964e-05,12.032612800598145,0.9999940395355223,5.947029421804473e-06,7.917681694030762,-4.114931106567383,0.0657508447766304,0.0256722867488861,0.1707897782325744,0.0680808126926422,11.505925178527832,-10.38047981262207,0.0492318421602249,-0.0004183514101896,0.0001012845532386,0.0968810096383094,adeno_lepidic -> adeno_mucinous_high,nonadeno_hamartoma_low -> nonadeno_nuclear_molding_high,4.19338675783365e-06,8.262954906967934e-06,adeno_mucinous:0.0098 | adeno_alveolar_replacement_low:0.0074 | adeno_lepidic:0.0068 | adeno_cribriform_low:0.0058 | adeno_multifocal_glandular_low:0.0055,adeno_papillary_high:0.0196 | adeno_atypical_glands_high:0.0196 | adeno_fused_glands_high:0.0170 | adeno_micropapillary_high:0.0167 | adeno_hobnail_high:0.0157,adeno_mucinous:0.0098 | adeno_alveolar_replacement_low:0.0074 | adeno_lepidic:0.0068 | adeno_cribriform_low:0.0058 | adeno_multifocal_glandular_low:0.0055,adeno_papillary_high:0.0196 | adeno_atypical_glands_high:0.0196 | adeno_fused_glands_high:0.0170 | adeno_micropapillary_high:0.0167 | adeno_hobnail_high:0.0157,Adenocarcinoma,Adenocarcinoma,12.032612800598145,0,Adenocarcinoma,12.032612800598145,0,Adenocarcinoma,0.0400785580277443,0,Adenocarcinoma,0.1027089655399322,21.886404991149902,0,Adenocarcinoma,21.886404991149902,-0.0005196359634282,1.0,NonAdenocarcinoma,1.0775080359790503,5.034285678129964e-05,0.0713937617838382,0.1027089655399322,4,1.2203459024035084,0.0328419655024107,0.0841638139953957,4.12529404016909e-05,source_conflict,medium,True,True,True,True,True,False,both_support_true,8.262954906967934e-06,False,False,False,active_and_captured,False,False,0.0430472258593653,,correct_prediction,,False,12.032612800598145,0,test,0,13,0.0908967107534408,0.1905394196510315,38174.0234375,28673.89453125,68744.5859375,26334.830078125
2482896-B2,0,0,True,6.035213947296143,correct_prediction,,visual,0.8182046011264159,-0.0461962744593619,0.0818440318107605,0.576370358548388,-2.238011292048863e-05,0.8182046011264159,True,True,False,False,conflict,False,False,False,False,False,False,0.0178238786756993,0.0461962744593619,0.0818440318107605,-0.564442799765495,0.0,0.0,0.576370358548388,32.33697721103764,0.043135676905624885,0.9568643230943753,2.238011292048863e-05,6.035213947296143,0.997612714767456,0.0023872717283666,5.45845890045166,-0.5767548680305481,-0.0105572529137134,0.0356390215456485,0.2455361932516098,0.1636921614408493,6.470620155334473,-5.236647605895996,0.0492318421602249,7.164626003941521e-05,0.0003026524500455,0.0968810096383094,adeno_mixed_acinar_papillary_low -> adeno_solid_high,nonadeno_hamartoma_low -> nonadeno_sarcomatoid_high,3.7368747598520713e-06,1.945919939316809e-05,adeno_solid:0.0009 | adeno_mucinous:0.0009 | adeno_multifocal_glandular_low:0.0007 | adeno_cribriform_low:-0.0009 | adeno_micropapillary:-0.0011,adeno_papillary_high:0.0268 | adeno_atypical_glands_high:0.0259 | adeno_fused_glands_high:0.0253 | adeno_micropapillary_high:0.0230 | adeno_prominent_nucleoli_high:0.0224,adeno_solid:0.0009 | adeno_mucinous:0.0009 | adeno_multifocal_glandular_low:0.0007 | adeno_cribriform_low:-0.0009 | adeno_micropapillary:-0.0011,adeno_papillary_high:0.0268 | adeno_atypical_glands_high:0.0259 | adeno_fused_glands_high:0.0253 | adeno_micropapillary_high:0.0230 | adeno_prominent_nucleoli_high:0.0224,Adenocarcinoma,Adenocarcinoma,6.035213768482208,0,Adenocarcinoma,6.035213768482208,1,NonAdenocarcinoma,0.0461962744593619,0,Adenocarcinoma,0.0818440318107605,11.707267761230469,0,Adenocarcinoma,11.707267761230469,-0.000231006190006,1.0,NonAdenocarcinoma,0.576370358548388,2.238011292048863e-05,0.0178238786756993,0.0818440318107605,4,0.7044330449314309,0.0655793688154686,0.1161842596676127,3.17703905027157e-05,source_conflict,low,True,True,False,True,False,True,conflict,1.945919939316809e-05,False,False,False,active_and_captured,False,False,0.0588534292259099,,correct_prediction,,False,6.035213768482208,0,test,0,0,0.0091554075479507,0.2639310657978058,120145.5390625,12553.798828125,49540.6796875,40586.24609375
2482969-B,0,0,True,5.64842414855957,correct_prediction,,visual,0.7584155620741059,-0.0407258477061986,0.1173193417489529,0.4961703168837983,4.082097339176465e-06,0.7584155620741059,True,True,False,False,conflict,False,False,False,False,False,False,0.0382967470213771,0.0407258477061986,0.1173193417489529,-0.34713668777094114,0.0,0.0,0.4961703168837983,12.955938962827258,0.045973113382200725,0.9540268866177992,4.082097339176465e-06,5.64842414855957,0.9964892864227296,0.0035106958821415,4.269085884094238,-1.3793381452560425,-0.0203352812677621,0.0203905664384365,0.1762152016162872,0.0588958598673343,5.627061367034912,-4.451178550720215,0.0492318421602249,0.0001131822282331,7.104706310201436e-05,0.0968810096383094,adeno_desmoplastic_invasion_low -> adeno_solid_high,nonadeno_hamartoma_low -> nonadeno_intercellular_bridges_high,3.310917463750229e-06,5.884014171897434e-06,adeno_mucinous:0.0002 | adeno_multifocal_glandular_low:-0.0004 | adeno_solid:-0.0004 | adeno_cribriform_low:-0.0016 | adeno_micropapillary:-0.0018,adeno_papillary_high:0.0256 | adeno_atypical_glands_high:0.0229 | adeno_fused_glands_high:0.0185 | adeno_micropapillary_high:0.0175 | adeno_hobnail_high:0.0171,adeno_mucinous:0.0002 | adeno_multifocal_glandular_low:-0.0004 | adeno_solid:-0.0004 | adeno_cribriform_low:-0.0016 | adeno_micropapillary:-0.0018,adeno_papillary_high:0.0256 | adeno_atypical_glands_high:0.0229 | adeno_fused_glands_high:0.0185 | adeno_micropapillary_high:0.0175 | adeno_hobnail_high:0.0171,Adenocarcinoma,Adenocarcinoma,5.648424029350281,0,Adenocarcinoma,5.648424029350281,1,NonAdenocarcinoma,0.0407258477061986,0,Adenocarcinoma,0.1173193417489529,10.078239917755129,0,Adenocarcinoma,10.078239917755129,4.213516513108563e-05,0.0,Adenocarcinoma,0.4961703168837983,4.082097339176465e-06,0.0382967470213771,0.1173193417489529,4,0.654219588436289,0.062251036847645,0.1793271614342345,6.23964401453259e-06,source_conflict,low,True,True,False,True,False,True,conflict,5.884014171897434e-06,False,False,False,active_and_captured,False,False,0.0604131440209188,,correct_prediction,,False,5.648424029350281,0,test,15,2,0.0023722839541733,0.2108418345451355,132090.25,64501.984375,111974.140625,46693.62890625
2483211-B2,0,0,True,14.349851608276367,correct_prediction,,visual,0.8803927289441064,0.0851548761129379,0.0888131484389305,1.2814092927074792,-0.0001200427021886,0.8803927289441064,True,True,False,True,both_support_true,False,False,False,False,False,False,0.0869840122759342,0.0851548761129379,0.0888131484389305,0.958809338591255,1.0,0.0,1.2814092927074792,14.731549616756476,0.03981508582640564,0.9601849141735943,0.0001200427021886,14.349851608276367,0.9999994039535522,5.860550231773232e-07,9.807942390441896,-4.541909217834473,0.1314365863800048,0.0462817102670669,0.1978950202465057,0.1090818718075752,13.516206741333008,-12.511852264404297,0.0492318421602249,-0.0009600955527275,0.0002789780555758,0.0968810096383094,adeno_lepidic -> adeno_mucinous_high,nonadeno_hamartoma_low -> nonadeno_sarcomatoid_high,8.492096640111413e-06,1.3531932381738445e-05,adeno_lepidic:0.0156 | adeno_alveolar_replacement_low:0.0147 | adeno_mucinous:0.0136 | adeno_cribriform_low:0.0111 | adeno_glandular_infiltration_low:0.0107,adeno_papillary_high:0.0254 | adeno_atypical_glands_high:0.0223 | adeno_prominent_nucleoli_high:0.0198 | adeno_fused_glands_high:0.0197 | adeno_hobnail_high:0.0192,adeno_lepidic:0.0156 | adeno_alveolar_replacement_low:0.0147 | adeno_mucinous:0.0136 | adeno_cribriform_low:0.0111 | adeno_glandular_infiltration_low:0.0107,adeno_papillary_high:0.0254 | adeno_atypical_glands_high:0.0223 | adeno_prominent_nucleoli_high:0.0198 | adeno_fused_glands_high:0.0197 | adeno_hobnail_high:0.0192,Adenocarcinoma,Adenocarcinoma,14.349851608276367,0,Adenocarcinoma,14.349851608276367,0,Adenocarcinoma,0.0851548761129379,0,Adenocarcinoma,0.0888131484389305,26.028059005737305,0,Adenocarcinoma,26.028059005737305,-0.0012390736083033,1.0,NonAdenocarcinoma,1.2814092927074792,0.0001200427021886,0.0869840122759342,0.0888131484389305,4,1.4554973599615362,0.0585056891585074,0.0610191065144065,8.247538297958789e-05,source_conflict,high,True,True,True,True,True,False,both_support_true,1.3531932381738445e-05,False,False,False,active_and_captured,False,False,0.041879271130774,,correct_prediction,,False,14.349851608276367,0,test,0,0,0.1520305573940277,0.2258068323135376,95084.8828125,48375.5078125,76940.0625,44755.1875
2483846-B,0,0,True,14.0936279296875,correct_prediction,,visual,0.8821567013320245,0.0752138430252671,0.093171440064907,1.2609444630703446,-5.8548647381308136e-05,0.8821567013320245,True,True,False,True,both_support_true,False,False,False,False,False,False,0.084192641545087,0.0752138430252671,0.093171440064907,0.8072628583702268,1.0,0.0,1.2609444630703446,14.976896316943343,0.03804131396538445,0.9619586860346153,5.8548647381308136e-05,14.0936279296875,0.9999992847442628,7.572073741357599e-07,9.060088157653809,-5.033539295196533,0.0842842906713485,0.0090704476460814,0.1785237491130828,0.0853523090481758,13.326044082641602,-12.286332130432127,0.0492318421602249,-0.0005574185634031,4.6917080908315256e-05,0.0968810096383094,adeno_lepidic -> adeno_mucinous_high,nonadeno_hamartoma_low -> nonadeno_dense_eosinophilic_cytoplasm_high,5.246279670245713e-06,7.762379027553834e-06,adeno_mucinous:0.0115 | adeno_lepidic:0.0098 | adeno_alveolar_replacement_low:0.0095 | adeno_cribriform_low:0.0071 | adeno_mixed_acinar_papillary_low:0.0068,adeno_papillary_high:0.0216 | adeno_atypical_glands_high:0.0200 | adeno_prominent_nucleoli_high:0.0178 | adeno_fused_glands_high:0.0177 | adeno_micropapillary_high:0.0171,adeno_mucinous:0.0115 | adeno_lepidic:0.0098 | adeno_alveolar_replacement_low:0.0095 | adeno_cribriform_low:0.0071 | adeno_mixed_acinar_papillary_low:0.0068,adeno_papillary_high:0.0216 | adeno_atypical_glands_high:0.0200 | adeno_prominent_nucleoli_high:0.0178 | adeno_fused_glands_high:0.0177 | adeno_micropapillary_high:0.0171,Adenocarcinoma,Adenocarcinoma,14.093627452850342,0,Adenocarcinoma,14.093627452850342,0,Adenocarcinoma,0.0752138430252671,0,Adenocarcinoma,0.093171440064907,25.61237621307373,0,Adenocarcinoma,25.61237621307373,-0.0006043356443114,1.0,NonAdenocarcinoma,1.2609444630703446,5.8548647381308136e-05,0.084192641545087,0.093171440064907,4,1.4293882948079002,0.0526196018943721,0.0651827361419862,4.096063161702095e-05,source_conflict,high,True,True,True,True,True,False,both_support_true,7.762379027553834e-06,False,False,False,active_and_captured,False,False,0.0352375110643564,,correct_prediction,,False,14.093627452850342,0,test,0,0,0.10801762342453,0.2019026130437851,26705.0625,37479.78125,29969.521484375,30391.3828125
2483961-B3,0,0,True,7.168666839599609,correct_prediction,,visual,0.8480247284943897,-0.0125246116658672,0.101756028831005,0.6377133185798909,4.534778607692375e-06,0.8480247284943897,True,True,False,False,conflict,False,False,False,False,False,False,0.0446157085825689,0.0125246116658672,0.101756028831005,-0.1230847136012737,0.0,0.0,0.6377133185798909,14.293470592307074,0.03833807481721134,0.9616619251827886,4.534778607692375e-06,7.168666839599609,0.9992302656173706,0.0007697560940869,5.365571022033691,-1.8030955791473389,-0.0112173594534397,0.0013072522124275,0.2092601358890533,0.1075041070580482,7.029535293579102,-5.923734188079834,0.0492318421602249,6.28600173513405e-05,1.605230318091344e-05,0.0968810096383094,adeno_papillary -> adeno_solid_high,nonadeno_hamartoma_low -> nonadeno_sarcomatoid_high,3.966304120694986e-06,8.162957783497404e-06,adeno_mucinous:0.0016 | adeno_multifocal_glandular_low:0.0001 | adeno_alveolar_replacement_low:-0.0002 | adeno_lepidic:-0.0006 | adeno_solid:-0.0009,adeno_papillary_high:0.0267 | adeno_atypical_glands_high:0.0242 | adeno_fused_glands_high:0.0215 | adeno_hobnail_high:0.0203 | adeno_prominent_nucleoli_high:0.0194,adeno_mucinous:0.0016 | adeno_multifocal_glandular_low:0.0001 | adeno_alveolar_replacement_low:-0.0002 | adeno_lepidic:-0.0006 | adeno_solid:-0.0009,adeno_papillary_high:0.0267 | adeno_atypical_glands_high:0.0242 | adeno_fused_glands_high:0.0215 | adeno_hobnail_high:0.0203 | adeno_prominent_nucleoli_high:0.0194,Adenocarcinoma,Adenocarcinoma,7.16866660118103,0,Adenocarcinoma,7.16866660118103,1,NonAdenocarcinoma,0.0125246116658672,0,Adenocarcinoma,0.101756028831005,12.953269481658936,0,Adenocarcinoma,12.953269481658936,4.680771417042706e-05,0.0,Adenocarcinoma,0.6377133185798909,4.534778607692375e-06,0.0446157085825689,0.101756028831005,4,0.7519984938553709,0.0166551020623134,0.1353141391405173,6.030302779521966e-06,source_conflict,medium,True,True,False,True,False,True,conflict,8.162957783497404e-06,False,False,False,active_and_captured,False,False,0.0472292452307481,,correct_prediction,,False,7.16866660118103,0,test,15,0,0.0148558374494314,0.2373073250055313,76243.484375,29920.1875,65392.5078125,32614.0078125
2483993-B2,0,0,True,2.5757603645324707,correct_prediction,,visual,0.5523242326725019,-0.0719775315374136,0.1092994585633277,0.2237447584091469,7.501381488801938e-05,0.5523242326725019,True,True,False,False,conflict,False,False,False,False,False,False,0.018660963512957,0.0719775315374136,0.1092994585633277,-0.6585351152102009,0.0,0.0,0.2237447584091469,11.98998959800723,0.05368536188210373,0.9463146381178963,7.501381488801938e-05,2.5757603645324707,0.929285168647766,0.0707148239016532,2.571037530899048,-0.0047227698378264,-0.091311477124691,-0.0193339455872774,0.2122023254632949,0.1029028668999672,2.838629722595215,-1.7060866355895996,0.0492318421602249,0.00067540287273,-9.888524800771847e-05,0.0968810096383094,adeno_cribriform_low -> adeno_solid_high,nonadeno_necrotic_squamous_low -> nonadeno_hamartoma_high,1.5393605281133205e-05,3.296825298093609e-06,adeno_solid:-0.0073 | adeno_mucinous:-0.0073 | adeno_multifocal_glandular_low:-0.0074 | adeno_desmoplastic_invasion_low:-0.0076 | adeno_papillary:-0.0076,adeno_papillary_high:0.0285 | adeno_atypical_glands_high:0.0260 | adeno_micropapillary_high:0.0230 | adeno_fused_glands_high:0.0214 | adeno_hobnail_high:0.0193,adeno_solid:-0.0073 | adeno_mucinous:-0.0073 | adeno_multifocal_glandular_low:-0.0074 | adeno_desmoplastic_invasion_low:-0.0076 | adeno_papillary:-0.0076,adeno_papillary_high:0.0285 | adeno_atypical_glands_high:0.0260 | adeno_micropapillary_high:0.0230 | adeno_fused_glands_high:0.0214 | adeno_hobnail_high:0.0193,Adenocarcinoma,Adenocarcinoma,2.5757603007368743,0,Adenocarcinoma,2.5757603007368743,1,NonAdenocarcinoma,0.0719775315374136,0,Adenocarcinoma,0.1092994585633277,4.544716358184815,0,Adenocarcinoma,4.544716358184815,0.0007742881207377,0.0,Adenocarcinoma,0.2237447584091469,7.501381488801938e-05,0.018660963512957,0.1092994585633277,4,0.4050967623247762,0.1776798489436146,0.2698107433297617,0.0001851750541217,source_conflict,low,True,True,False,True,False,True,conflict,1.5393605281133205e-05,False,False,False,active_and_captured,False,False,0.0462597048674797,,correct_prediction,,False,2.5757603007368743,0,test,0,13,-0.0685035437345504,0.2436617761850357,55063.0390625,70995.6328125,51548.8046875,45127.875
2484727-B2,0,0,True,13.12752914428711,correct_prediction,,visual,0.8689235097065902,0.0778658352792263,0.0965524911880493,1.1569839736342826,-0.0001118788909769,0.8689235097065902,True,True,False,True,both_support_true,False,False,False,False,False,False,0.0872091632336378,0.0778658352792263,0.0965524911880493,0.8064611727891292,1.0,0.0,1.1569839736342826,13.266770723790383,0.04008866180717855,0.9599113381928217,0.0001118788909769,13.12752914428711,0.9999979734420776,1.9896910998795647e-06,9.415332794189451,-3.712195873260498,0.1087273806333541,0.0308615453541278,0.2412041425704956,0.1446516513824463,12.288955688476562,-11.211769104003906,0.0492318421602249,-0.0009426954202353,0.0002121118159266,0.0968810096383094,adeno_lepidic -> adeno_mucinous_high,nonadeno_hamartoma_low -> nonadeno_sarcomatoid_high,1.001277269097045e-05,1.3726531506108586e-05,adeno_mucinous:0.0134 | adeno_lepidic:0.0130 | adeno_alveolar_replacement_low:0.0120 | adeno_cribriform_low:0.0089 | adeno_desmoplastic_invasion_low:0.0086,adeno_papillary_high:0.0350 | adeno_atypical_glands_high:0.0264 | adeno_fused_glands_high:0.0254 | adeno_hobnail_high:0.0231 | adeno_micropapillary_high:0.0220,adeno_mucinous:0.0134 | adeno_lepidic:0.0130 | adeno_alveolar_replacement_low:0.0120 | adeno_cribriform_low:0.0089 | adeno_desmoplastic_invasion_low:0.0086,adeno_papillary_high:0.0350 | adeno_atypical_glands_high:0.0264 | adeno_fused_glands_high:0.0254 | adeno_hobnail_high:0.0231 | adeno_micropapillary_high:0.0220,Adenocarcinoma,Adenocarcinoma,13.12752866744995,0,Adenocarcinoma,13.12752866744995,0,Adenocarcinoma,0.0778658352792263,0,Adenocarcinoma,0.0965524911880493,23.50072479248047,0,Adenocarcinoma,23.50072479248047,-0.0011548072361619,1.0,NonAdenocarcinoma,1.1569839736342826,0.0001118788909769,0.0872091632336378,0.0965524911880493,4,1.331514178992535,0.0584791634274161,0.0725133030585554,8.402380743826663e-05,source_conflict,high,True,True,True,True,True,False,both_support_true,1.3726531506108586e-05,False,False,False,active_and_captured,False,False,0.0367972258593653,,correct_prediction,,False,13.12752866744995,0,test,0,2,0.1296636313199997,0.2794035077095032,78975.90625,38062.3203125,28723.923828125,34448.98828125
