slide_id,patch_index,coord_x,coord_y,center_x,center_y,patch_score,concept_relevance,class_margin,top_class,top_class_name,top_prompt_index,top_prompt_score,top_class_score,second_class_score,top_concept_id,top_concept,top_prompt
2460239-B2,15,109892.0,31393.0,110020.0,31521.0,0.44214633107185364,0.43965208530426025,0.004988491535186768,0,Adenocarcinoma,4,0.44455423951148987,0.43533119559288025,0.4303427040576935,adeno_solid,solid growth pattern,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.
2460239-B2,16,109892.0,35489.0,110020.0,35617.0,0.38317418098449707,0.3815111219882965,0.0033260881900787354,0,Adenocarcinoma,4,0.38972681760787964,0.37415337562561035,0.3708272874355316,adeno_solid,solid growth pattern,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.
2460239-B2,17,109892.0,39585.0,110020.0,39713.0,0.39904725551605225,0.3752833306789398,0.047527849674224854,1,NonAdenocarcinoma,9,0.38399338722229004,0.3752833306789398,0.32775548100471497,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,18,109892.0,43681.0,110020.0,43809.0,0.41111111640930176,0.4083767235279083,0.005468815565109253,1,NonAdenocarcinoma,9,0.4235956370830536,0.40224382281303406,0.3967750072479248,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,19,109892.0,47777.0,110020.0,47905.0,0.46646201610565186,0.4433564841747284,0.04621109366416931,1,NonAdenocarcinoma,9,0.46189165115356445,0.4433564841747284,0.3971453905105591,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,20,109892.0,51873.0,110020.0,52001.0,0.42979663610458374,0.40001988410949707,0.05955347418785095,1,NonAdenocarcinoma,9,0.4460011422634125,0.39945492148399353,0.3399014472961426,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,21,109892.0,55969.0,110020.0,56097.0,0.3885434865951538,0.3618532121181488,0.05338051915168762,1,NonAdenocarcinoma,9,0.40624067187309265,0.35377445816993713,0.3003939390182495,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,22,110388.0,2848.0,110516.0,2976.0,0.4228387475013733,0.39300045371055603,0.05967661738395691,1,NonAdenocarcinoma,9,0.43354129791259766,0.39300045371055603,0.3333238363265991,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,23,110436.0,64168.0,110564.0,64296.0,0.44977909326553345,0.41575467586517334,0.06804883480072021,1,NonAdenocarcinoma,9,0.44958218932151794,0.41575467586517334,0.3477058410644531,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,24,110708.0,61927.0,110836.0,62055.0,0.400921106338501,0.3721475601196289,0.05754712224006653,1,NonAdenocarcinoma,9,0.4341973066329956,0.3721475601196289,0.3146004378795624,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,25,113237.0,70280.0,113365.0,70408.0,0.40193361043930054,0.36818042397499084,0.06750637292861938,1,NonAdenocarcinoma,9,0.3995800018310547,0.36818042397499084,0.30067405104637146,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,26,113237.0,78472.0,113365.0,78600.0,0.42903974652290344,0.4129656255245209,0.03214824199676514,1,NonAdenocarcinoma,5,0.4297772943973541,0.4102763831615448,0.37812814116477966,nonadeno_metastatic_low,metastatic tumor in lung,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.
2460239-B2,27,113988.0,27297.0,114116.0,27425.0,0.45315229892730713,0.4074362516403198,0.091432124376297,1,NonAdenocarcinoma,9,0.41593435406684875,0.4074362516403198,0.3160041272640228,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,28,113988.0,31393.0,114116.0,31521.0,0.4288194477558136,0.42403268814086914,0.009573519229888916,1,NonAdenocarcinoma,5,0.4309883713722229,0.42024102807044983,0.4106675088405609,nonadeno_metastatic_low,metastatic tumor in lung,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.
2460239-B2,29,113988.0,35489.0,114116.0,35617.0,0.39774978160858154,0.39636504650115967,0.0027694404125213623,1,NonAdenocarcinoma,4,0.39856207370758057,0.39462241530418396,0.3918529748916626,nonadeno_sarcomatoid_low,sarcomatoid spindle cell morphology,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.
2460239-B2,30,113988.0,39585.0,114116.0,39713.0,0.3681352138519287,0.34390369057655334,0.04846307635307312,1,NonAdenocarcinoma,6,0.3549783229827881,0.34390369057655334,0.2954406142234802,nonadeno_small_cell_low,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460239-B2,31,113988.0,43681.0,114116.0,43809.0,0.4329196810722351,0.4326246678829193,0.0005900561809539795,1,NonAdenocarcinoma,4,0.4333208203315735,0.4275393486022949,0.42694929242134094,nonadeno_sarcomatoid_low,sarcomatoid spindle cell morphology,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.
2460239-B2,32,113988.0,47777.0,114116.0,47905.0,0.44141173362731934,0.4227330684661865,0.037357330322265625,1,NonAdenocarcinoma,9,0.4431309103965759,0.4227330684661865,0.3853757381439209,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,33,114484.0,2848.0,114612.0,2976.0,0.41054946184158325,0.3881418704986572,0.04481521248817444,1,NonAdenocarcinoma,9,0.4182065725326538,0.3881418704986572,0.3433266580104828,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,34,114532.0,64168.0,114660.0,64296.0,0.4212838411331177,0.4047907292842865,0.032986223697662354,1,NonAdenocarcinoma,9,0.43108752369880676,0.3961121737957001,0.3631259500980377,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,35,117333.0,74376.0,117461.0,74504.0,0.4656977951526642,0.43165305256843567,0.06808948516845703,1,NonAdenocarcinoma,9,0.483295202255249,0.43165305256843567,0.36356356739997864,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,36,117333.0,78472.0,117461.0,78600.0,0.37587088346481323,0.37503668665885925,0.001668393611907959,1,NonAdenocarcinoma,0,0.38616523146629333,0.3671565353870392,0.3654881417751312,nonadeno_squamous_low,squamous tumor nests,A low magnification histopathology image showing squamous cell carcinoma arranged in tumor nests.
2460239-B2,37,118084.0,23201.0,118212.0,23329.0,0.40979069471359253,0.386488676071167,0.046604037284851074,1,NonAdenocarcinoma,9,0.4167953431606293,0.3823528587818146,0.3357488214969635,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,38,118084.0,27297.0,118212.0,27425.0,0.4150967597961426,0.3794126808643341,0.07136812806129456,1,NonAdenocarcinoma,3,0.3910413086414337,0.3794126808643341,0.30804455280303955,nonadeno_inflammatory_low,inflammatory or granulomatous lesion,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.
2460239-B2,39,118084.0,31393.0,118212.0,31521.0,0.4162425398826599,0.38776394724845886,0.0569571852684021,1,NonAdenocarcinoma,3,0.396878719329834,0.38776394724845886,0.33080676198005676,nonadeno_inflammatory_low,inflammatory or granulomatous lesion,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.
2460239-B2,40,118084.0,35489.0,118212.0,35617.0,0.4256742000579834,0.41220369935035706,0.026940971612930298,1,NonAdenocarcinoma,3,0.4253930151462555,0.41220369935035706,0.38526272773742676,nonadeno_inflammatory_low,inflammatory or granulomatous lesion,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.
2460239-B2,41,118084.0,39585.0,118212.0,39713.0,0.402998149394989,0.40049198269844055,0.005012333393096924,0,Adenocarcinoma,6,0.4014444649219513,0.3995175063610077,0.39450517296791077,adeno_glandular_infiltration_low,infiltrative glandular adenocarcinoma,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.
2460239-B2,42,118084.0,43681.0,118212.0,43809.0,0.4439274072647095,0.4382500648498535,0.011354714632034302,1,NonAdenocarcinoma,9,0.4540262818336487,0.4311319589614868,0.4197772443294525,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,43,118084.0,47777.0,118212.0,47905.0,0.42629027366638184,0.41773471236228943,0.017111152410507202,1,NonAdenocarcinoma,3,0.42574095726013184,0.41773471236228943,0.4006235599517822,nonadeno_inflammatory_low,inflammatory or granulomatous lesion,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.
2460239-B2,44,118084.0,51873.0,118212.0,52001.0,0.4339601993560791,0.4145791232585907,0.03876215219497681,1,NonAdenocarcinoma,9,0.4441969096660614,0.4145791232585907,0.3758169710636139,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,45,118084.0,55969.0,118212.0,56097.0,0.40504974126815796,0.3789694309234619,0.05216065049171448,1,NonAdenocarcinoma,9,0.41405385732650757,0.37494078278541565,0.32278013229370117,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,46,118580.0,2848.0,118708.0,2976.0,0.4663419723510742,0.44105783104896545,0.05056828260421753,1,NonAdenocarcinoma,9,0.47193366289138794,0.44105783104896545,0.3904895484447479,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,47,122180.0,10913.0,122308.0,11041.0,0.42869043350219727,0.4061035215854645,0.045173823833465576,1,NonAdenocarcinoma,9,0.43639588356018066,0.4061035215854645,0.3609296977519989,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,48,122180.0,19105.0,122308.0,19233.0,0.425941526889801,0.38124895095825195,0.08938512206077576,1,NonAdenocarcinoma,9,0.4245675206184387,0.38124895095825195,0.2918638288974762,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,49,122180.0,23201.0,122308.0,23329.0,0.44669973850250244,0.4210643768310547,0.05127072334289551,1,NonAdenocarcinoma,9,0.46034812927246094,0.4123758375644684,0.3611051142215729,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,50,122180.0,27297.0,122308.0,27425.0,0.38210493326187134,0.36775144934654236,0.028706997632980347,1,NonAdenocarcinoma,5,0.38520359992980957,0.36775144934654236,0.339044451713562,nonadeno_metastatic_low,metastatic tumor in lung,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.
2460239-B2,51,122180.0,31393.0,122308.0,31521.0,0.4070366621017456,0.40416231751441956,0.005748659372329712,1,NonAdenocarcinoma,5,0.40877124667167664,0.4040934145450592,0.3983447551727295,nonadeno_metastatic_low,metastatic tumor in lung,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.
2460239-B2,52,122180.0,35489.0,122308.0,35617.0,0.45149290561676025,0.447821706533432,0.007342427968978882,1,NonAdenocarcinoma,3,0.4535446763038635,0.4455803334712982,0.43823790550231934,nonadeno_inflammatory_low,inflammatory or granulomatous lesion,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.
2460239-B2,53,122180.0,39585.0,122308.0,39713.0,0.41818711161613464,0.4168030321598053,0.0027681589126586914,0,Adenocarcinoma,4,0.4190400242805481,0.4108250141143799,0.4080568552017212,adeno_solid,solid growth pattern,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.
2460239-B2,54,122180.0,43681.0,122308.0,43809.0,0.450667142868042,0.44104984402656555,0.019234567880630493,0,Adenocarcinoma,6,0.45457008481025696,0.44104984402656555,0.42181527614593506,adeno_glandular_infiltration_low,infiltrative glandular adenocarcinoma,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.
2460239-B2,55,122180.0,47777.0,122308.0,47905.0,0.4186006486415863,0.41045626997947693,0.01628875732421875,1,NonAdenocarcinoma,9,0.41684430837631226,0.41045626997947693,0.3941675126552582,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,56,122180.0,51873.0,122308.0,52001.0,0.4244787096977234,0.4089370667934418,0.031083285808563232,1,NonAdenocarcinoma,6,0.4175482392311096,0.4089370667934418,0.37785378098487854,nonadeno_small_cell_low,diffuse small blue cell growth pattern,A low magnification histopathology image showing a diffuse small blue cell neuroendocrine tumor growth pattern.
2460239-B2,57,122180.0,55969.0,122308.0,56097.0,0.4406934082508087,0.4014478623867035,0.07849109172821045,1,NonAdenocarcinoma,9,0.42532867193222046,0.4014478623867035,0.32295677065849304,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,58,126276.0,10913.0,126404.0,11041.0,0.43618080019950867,0.40787187218666077,0.0566178560256958,1,NonAdenocarcinoma,9,0.43488407135009766,0.40787187218666077,0.35125401616096497,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,59,126276.0,19105.0,126404.0,19233.0,0.4607386887073517,0.4361155331134796,0.04924631118774414,1,NonAdenocarcinoma,9,0.4733828008174896,0.4352623522281647,0.38601604104042053,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,60,126276.0,23201.0,126404.0,23329.0,0.45739907026290894,0.4277142584323883,0.05936965346336365,1,NonAdenocarcinoma,9,0.4735680818557739,0.42233943939208984,0.3629697859287262,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,61,126276.0,27297.0,126404.0,27425.0,0.4442676901817322,0.3952832520008087,0.09796890616416931,1,NonAdenocarcinoma,9,0.4218461513519287,0.3952832520008087,0.2973143458366394,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,62,126276.0,31393.0,126404.0,31521.0,0.40452083945274353,0.3915790021419525,0.02588367462158203,1,NonAdenocarcinoma,9,0.40241366624832153,0.3915790021419525,0.3656953275203705,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,63,126276.0,35489.0,126404.0,35617.0,0.4416923224925995,0.4126723110675812,0.05804002285003662,1,NonAdenocarcinoma,9,0.423923134803772,0.4126723110675812,0.35463228821754456,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,64,126276.0,39585.0,126404.0,39713.0,0.4011494815349579,0.3904401361942291,0.02141869068145752,1,NonAdenocarcinoma,3,0.40216347575187683,0.3904401361942291,0.3690214455127716,nonadeno_inflammatory_low,inflammatory or granulomatous lesion,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.
2460239-B2,65,126276.0,43681.0,126404.0,43809.0,0.41971585154533386,0.4036024510860443,0.0322268009185791,1,NonAdenocarcinoma,5,0.4075450897216797,0.4036024510860443,0.3713756501674652,nonadeno_metastatic_low,metastatic tumor in lung,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.
2460239-B2,66,126276.0,47777.0,126404.0,47905.0,0.41511744260787964,0.39855217933654785,0.033130496740341187,1,NonAdenocarcinoma,4,0.40408051013946533,0.39855217933654785,0.36542168259620667,nonadeno_sarcomatoid_low,sarcomatoid spindle cell morphology,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.
2460239-B2,67,126276.0,51873.0,126404.0,52001.0,0.43600666522979736,0.39844536781311035,0.07512262463569641,1,NonAdenocarcinoma,9,0.4016154408454895,0.39844536781311035,0.32332274317741394,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,68,126276.0,55969.0,126404.0,56097.0,0.3704678416252136,0.34391918778419495,0.05309733748435974,1,NonAdenocarcinoma,9,0.3868473470211029,0.333883672952652,0.28078633546829224,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,69,130372.0,19105.0,130500.0,19233.0,0.4282456934452057,0.41498950123786926,0.02651238441467285,1,NonAdenocarcinoma,9,0.44093579053878784,0.41498950123786926,0.3884771168231964,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,70,130372.0,23201.0,130500.0,23329.0,0.422264039516449,0.41904449462890625,0.006439119577407837,1,NonAdenocarcinoma,5,0.42678749561309814,0.4136810600757599,0.40724194049835205,nonadeno_metastatic_low,metastatic tumor in lung,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.
2460239-B2,71,130372.0,27297.0,130500.0,27425.0,0.45236673951148987,0.41905078291893005,0.06663191318511963,1,NonAdenocarcinoma,9,0.43000519275665283,0.41905078291893005,0.3524188697338104,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,72,130372.0,31393.0,130500.0,31521.0,0.41294389963150024,0.4030376672744751,0.019812434911727905,1,NonAdenocarcinoma,9,0.42924678325653076,0.4030376672744751,0.3832252323627472,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,73,130372.0,35489.0,130500.0,35617.0,0.43732786178588867,0.42935237288475037,0.015950947999954224,1,NonAdenocarcinoma,9,0.44794511795043945,0.42908644676208496,0.41313549876213074,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,74,130372.0,39585.0,130500.0,39713.0,0.44074076414108276,0.4271388053894043,0.02720394730567932,1,NonAdenocarcinoma,9,0.43416982889175415,0.4271388053894043,0.399934858083725,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,75,130372.0,43681.0,130500.0,43809.0,0.4351651668548584,0.425341933965683,0.01964646577835083,1,NonAdenocarcinoma,5,0.4324113726615906,0.425341933965683,0.40569546818733215,nonadeno_metastatic_low,metastatic tumor in lung,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.
2460239-B2,76,130372.0,47777.0,130500.0,47905.0,0.41829240322113037,0.41271403431892395,0.01115676760673523,0,Adenocarcinoma,4,0.42391738295555115,0.41072365641593933,0.3995668888092041,adeno_solid,solid growth pattern,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.
2460239-B2,77,130372.0,51873.0,130500.0,52001.0,0.418124794960022,0.39218035340309143,0.051888853311538696,1,NonAdenocarcinoma,9,0.41505271196365356,0.39218035340309143,0.34029150009155273,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,78,134468.0,23201.0,134596.0,23329.0,0.3982367515563965,0.389754056930542,0.016965419054031372,1,NonAdenocarcinoma,5,0.40488678216934204,0.389754056930542,0.3727886378765106,nonadeno_metastatic_low,metastatic tumor in lung,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.
2460239-B2,79,134468.0,27297.0,134596.0,27425.0,0.38298630714416504,0.3815356194972992,0.0029013752937316895,1,NonAdenocarcinoma,9,0.38897138833999634,0.37851354479789734,0.37561216950416565,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,80,134468.0,31393.0,134596.0,31521.0,0.40755540132522583,0.38683247566223145,0.04144582152366638,0,Adenocarcinoma,11,0.3955342471599579,0.38683247566223145,0.34538665413856506,adeno_alveolar_replacement_low,alveolar replacement by atypical glands,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.
2460239-B2,81,134468.0,35489.0,134596.0,35617.0,0.4296451807022095,0.42143765091896057,0.01641508936882019,0,Adenocarcinoma,1,0.4247473478317261,0.4202284514904022,0.40381336212158203,adeno_acinar,acinar growth pattern,A low magnification histopathology image showing lung adenocarcinoma with acinar gland-forming architecture.
2460239-B2,82,134468.0,39585.0,134596.0,39713.0,0.4322125315666199,0.4284733235836029,0.0074784159660339355,0,Adenocarcinoma,4,0.4333973228931427,0.42758724093437195,0.420108824968338,adeno_solid,solid growth pattern,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.
2460239-B2,83,134468.0,43681.0,134596.0,43809.0,0.4413485527038574,0.42981430888175964,0.023068487644195557,1,NonAdenocarcinoma,9,0.43938159942626953,0.42981430888175964,0.4067458212375641,nonadeno_benign_reactive_low,benign reactive lung tissue,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.
2460239-B2,84,134468.0,47777.0,134596.0,47905.0,0.406539648771286,0.4041924476623535,0.00469440221786499,1,NonAdenocarcinoma,3,0.4110608994960785,0.3957699239253998,0.3910755217075348,nonadeno_inflammatory_low,inflammatory or granulomatous lesion,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.
